true_u,pred_u,Points:0
0,-0.00022008,0
0.011947,0.011725,0.01
0.023893,0.023668,0.02
0.035837,0.03561,0.03
0.047776,0.047548,0.04
0.059712,0.059482,0.05
0.071641,0.071409,0.06
0.083563,0.08333,0.07
0.095476,0.095243,0.08
0.10738,0.10715,0.09
0.11927,0.11904,0.1
0.13116,0.13092,0.11
0.14302,0.14279,0.12
0.15488,0.15464,0.13
0.16672,0.16648,0.14
0.17854,0.1783,0.15
0.19034,0.19011,0.16
0.20213,0.2019,0.17
0.21389,0.21366,0.18
0.22564,0.22541,0.19
0.23736,0.23713,0.2
0.24905,0.24883,0.21
0.26073,0.2605,0.22
0.27237,0.27215,0.23
0.28399,0.28377,0.24
0.29558,0.29536,0.25
0.30714,0.30693,0.26
0.31867,0.31846,0.27
0.33017,0.32996,0.28
0.34164,0.34143,0.29
0.35307,0.35287,0.3
0.36446,0.36427,0.31
0.37582,0.37563,0.32
0.38714,0.38695,0.33
0.39843,0.39824,0.34
0.40967,0.40949,0.35
0.42087,0.42069,0.36
0.43203,0.43186,0.37
0.44315,0.44298,0.38
0.45422,0.45406,0.39
0.46525,0.46509,0.4
0.47623,0.47608,0.41
0.48716,0.48701,0.42
0.49805,0.4979,0.43
0.50888,0.50874,0.44
0.51967,0.51953,0.45
0.5304,0.53027,0.46
0.54108,0.54095,0.47
0.5517,0.55158,0.48
0.56227,0.56216,0.49
0.57278,0.57268,0.5
0.58324,0.58314,0.51
0.59364,0.59354,0.52
0.60398,0.60389,0.53
0.61425,0.61417,0.54
0.62447,0.62439,0.55
0.63462,0.63455,0.56
0.64471,0.64465,0.57
0.65474,0.65468,0.58
0.6647,0.66465,0.59
0.6746,0.67455,0.6
0.68442,0.68438,0.61
0.69418,0.69415,0.62
0.70387,0.70384,0.63
0.71349,0.71347,0.64
0.72303,0.72302,0.65
0.73251,0.7325,0.66
0.74191,0.74191,0.67
0.75124,0.75124,0.68
0.76049,0.7605,0.69
0.76967,0.76968,0.7
0.77877,0.77879,0.71
0.78779,0.78782,0.72
0.79673,0.79676,0.73
0.80559,0.80563,0.74
0.81437,0.81442,0.75
0.82308,0.82313,0.76
0.83169,0.83175,0.77
0.84023,0.84029,0.78
0.84868,0.84875,0.79
0.85705,0.85712,0.8
0.86533,0.86541,0.81
0.87352,0.87361,0.82
0.88163,0.88172,0.83
0.88965,0.88974,0.84
0.89758,0.89768,0.85
0.90542,0.90552,0.86
0.91317,0.91328,0.87
0.92082,0.92094,0.88
0.92839,0.92851,0.89
0.93586,0.93599,0.9
0.94324,0.94337,0.91
0.95053,0.95066,0.92
0.95772,0.95785,0.93
0.96481,0.96495,0.94
0.97181,0.97195,0.95
0.97871,0.97886,0.96
0.98552,0.98566,0.97
0.99222,0.99237,0.98
0.99883,0.99898,0.99
1.0053,1.0055,1
1.0117,1.0119,1.01
1.018,1.0182,1.02
1.0242,1.0244,1.03
1.0303,1.0305,1.04
1.0363,1.0365,1.05
1.0422,1.0424,1.06
1.048,1.0482,1.07
1.0537,1.0539,1.08
1.0593,1.0594,1.09
1.0648,1.0649,1.1
1.0701,1.0703,1.11
1.0754,1.0755,1.12
1.0805,1.0807,1.13
1.0856,1.0857,1.14
1.0905,1.0907,1.15
1.0953,1.0955,1.16
1.1,1.1002,1.17
1.1047,1.1048,1.18
1.1092,1.1093,1.19
1.1135,1.1137,1.2
1.1178,1.118,1.21
1.122,1.1221,1.22
1.126,1.1262,1.23
1.13,1.1301,1.24
1.1338,1.1339,1.25
1.1375,1.1376,1.26
1.1411,1.1412,1.27
1.1446,1.1447,1.28
1.1479,1.1481,1.29
1.1512,1.1513,1.3
1.1543,1.1545,1.31
1.1574,1.1575,1.32
1.1603,1.1604,1.33
1.1631,1.1632,1.34
1.1657,1.1659,1.35
1.1683,1.1684,1.36
1.1707,1.1709,1.37
1.173,1.1732,1.38
1.1753,1.1754,1.39
1.1773,1.1775,1.4
1.1793,1.1794,1.41
1.1812,1.1813,1.42
1.1829,1.183,1.43
1.1845,1.1846,1.44
1.186,1.1861,1.45
1.1874,1.1875,1.46
1.1887,1.1888,1.47
1.1898,1.1899,1.48
1.1908,1.1909,1.49
1.1917,1.1918,1.5
1.1925,1.1926,1.51
1.1932,1.1933,1.52
1.1937,1.1938,1.53
1.1942,1.1942,1.54
1.1945,1.1946,1.55
1.1947,1.1947,1.56
1.1947,1.1948,1.57
1.1947,1.1948,1.58
1.1945,1.1946,1.59
1.1942,1.1943,1.6
1.1938,1.1939,1.61
1.1933,1.1933,1.62
1.1926,1.1927,1.63
1.1919,1.1919,1.64
1.191,1.191,1.65
1.19,1.19,1.66
1.1889,1.1889,1.67
1.1876,1.1877,1.68
1.1863,1.1863,1.69
1.1848,1.1848,1.7
1.1832,1.1832,1.71
1.1815,1.1815,1.72
1.1796,1.1797,1.73
1.1777,1.1777,1.74
1.1756,1.1756,1.75
1.1734,1.1734,1.76
1.1711,1.1711,1.77
1.1687,1.1687,1.78
1.1661,1.1662,1.79
1.1635,1.1635,1.8
1.1607,1.1607,1.81
1.1578,1.1579,1.82
1.1548,1.1548,1.83
1.1517,1.1517,1.84
1.1485,1.1485,1.85
1.1451,1.1451,1.86
1.1416,1.1417,1.87
1.1381,1.1381,1.88
1.1344,1.1344,1.89
1.1306,1.1306,1.9
1.1267,1.1267,1.91
1.1226,1.1226,1.92
1.1185,1.1185,1.93
1.1142,1.1142,1.94
1.1099,1.1099,1.95
1.1054,1.1054,1.96
1.1008,1.1008,1.97
1.0961,1.0961,1.98
1.0913,1.0913,1.99
1.0864,1.0864,2
1.0813,1.0814,2.01
1.0762,1.0762,2.02
1.071,1.071,2.03
1.0656,1.0656,2.04
1.0602,1.0602,2.05
1.0546,1.0546,2.06
1.0489,1.0489,2.07
1.0432,1.0432,2.08
1.0373,1.0373,2.09
1.0313,1.0313,2.1
1.0252,1.0252,2.11
1.019,1.019,2.12
1.0127,1.0128,2.13
1.0064,1.0064,2.14
0.99987,0.99988,2.15
0.99328,0.99329,2.16
0.98659,0.9866,2.17
0.9798,0.97982,2.18
0.97292,0.97293,2.19
0.96593,0.96595,2.2
0.95886,0.95887,2.21
0.95168,0.95169,2.22
0.94441,0.94442,2.23
0.93705,0.93705,2.24
0.92959,0.92959,2.25
0.92204,0.92204,2.26
0.91439,0.9144,2.27
0.90666,0.90666,2.28
0.89883,0.89883,2.29
0.89092,0.89092,2.3
0.88291,0.88291,2.31
0.87482,0.87482,2.32
0.86664,0.86663,2.33
0.85837,0.85837,2.34
0.85002,0.85001,2.35
0.84158,0.84157,2.36
0.83306,0.83305,2.37
0.82445,0.82444,2.38
0.81577,0.81575,2.39
0.807,0.80698,2.4
0.79815,0.79813,2.41
0.78922,0.78919,2.42
0.78021,0.78018,2.43
0.77112,0.77109,2.44
0.76196,0.76193,2.45
0.75272,0.75268,2.46
0.7434,0.74337,2.47
0.73401,0.73397,2.48
0.72455,0.72451,2.49
0.71501,0.71497,2.5
0.70541,0.70536,2.51
0.69573,0.69568,2.52
0.68598,0.68593,2.53
0.67616,0.67611,2.54
0.66628,0.66622,2.55
0.65633,0.65627,2.56
0.64632,0.64625,2.57
0.63624,0.63617,2.58
0.62609,0.62602,2.59
0.61588,0.61581,2.6
0.60562,0.60554,2.61
0.59529,0.59521,2.62
0.5849,0.58482,2.63
0.57445,0.57437,2.64
0.56395,0.56386,2.65
0.55339,0.5533,2.66
0.54277,0.54268,2.67
0.5321,0.53201,2.68
0.52138,0.52128,2.69
0.5106,0.5105,2.7
0.49978,0.49967,2.71
0.4889,0.48879,2.72
0.47798,0.47786,2.73
0.467,0.46689,2.74
0.45598,0.45587,2.75
0.44492,0.4448,2.76
0.43381,0.43369,2.77
0.42265,0.42253,2.78
0.41146,0.41133,2.79
0.40022,0.40009,2.8
0.38894,0.38881,2.81
0.37763,0.3775,2.82
0.36627,0.36614,2.83
0.35488,0.35475,2.84
0.34346,0.34332,2.85
0.332,0.33186,2.86
0.32051,0.32037,2.87
0.30898,0.30884,2.88
0.29742,0.29728,2.89
0.28584,0.2857,2.9
0.27422,0.27408,2.91
0.26258,0.26244,2.92
0.25091,0.25077,2.93
0.23922,0.23908,2.94
0.2275,0.22736,2.95
0.21576,0.21562,2.96
0.204,0.20386,2.97
0.19222,0.19208,2.98
0.18042,0.18028,2.99
0.1686,0.16846,3
0.15676,0.15663,3.01
0.14491,0.14478,3.02
0.13305,0.13292,3.03
0.12117,0.12104,3.04
0.10928,0.10915,3.05
0.097373,0.097249,3.06
0.085461,0.085339,3.07
0.07354,0.073421,3.08
0.061612,0.061496,3.09
0.049678,0.049564,3.1
0.037738,0.037628,3.11
0.025795,0.025688,3.12
0.01385,0.013745,3.13
0.0019028,0.0018012,3.14
