true_u,pred_u,Points:0
0,7.0573e-05,0
0.013873,0.013949,0.01
0.027744,0.027826,0.02
0.041613,0.0417,0.03
0.055477,0.05557,0.04
0.069336,0.069434,0.05
0.083188,0.083291,0.06
0.097032,0.09714,0.07
0.11087,0.11098,0.08
0.12469,0.12481,0.09
0.1385,0.13862,0.1
0.1523,0.15242,0.11
0.16608,0.16621,0.12
0.17984,0.17998,0.13
0.19359,0.19373,0.14
0.20732,0.20746,0.15
0.22102,0.22117,0.16
0.23471,0.23486,0.17
0.24837,0.24852,0.18
0.262,0.26216,0.19
0.27561,0.27577,0.2
0.2892,0.28936,0.21
0.30275,0.30292,0.22
0.31627,0.31644,0.23
0.32977,0.32994,0.24
0.34322,0.3434,0.25
0.35665,0.35682,0.26
0.37004,0.37021,0.27
0.38339,0.38357,0.28
0.3967,0.39688,0.29
0.40998,0.41016,0.3
0.42321,0.42339,0.31
0.4364,0.43658,0.32
0.44955,0.44973,0.33
0.46265,0.46283,0.34
0.4757,0.47589,0.35
0.48871,0.4889,0.36
0.50167,0.50186,0.37
0.51458,0.51477,0.38
0.52744,0.52762,0.39
0.54024,0.54043,0.4
0.55299,0.55318,0.41
0.56569,0.56587,0.42
0.57833,0.57851,0.43
0.59091,0.59109,0.44
0.60343,0.60361,0.45
0.61589,0.61607,0.46
0.62829,0.62847,0.47
0.64063,0.64081,0.48
0.6529,0.65308,0.49
0.66511,0.66529,0.5
0.67725,0.67743,0.51
0.68932,0.6895,0.52
0.70133,0.7015,0.53
0.71326,0.71343,0.54
0.72512,0.72529,0.55
0.73692,0.73708,0.56
0.74863,0.7488,0.57
0.76027,0.76044,0.58
0.77184,0.772,0.59
0.78333,0.78349,0.6
0.79474,0.79489,0.61
0.80607,0.80622,0.62
0.81732,0.81747,0.63
0.82849,0.82863,0.64
0.83958,0.83972,0.65
0.85058,0.85071,0.66
0.86149,0.86163,0.67
0.87233,0.87245,0.68
0.88307,0.88319,0.69
0.89372,0.89384,0.7
0.90429,0.9044,0.71
0.91477,0.91488,0.72
0.92515,0.92526,0.73
0.93544,0.93554,0.74
0.94564,0.94574,0.75
0.95574,0.95583,0.76
0.96575,0.96584,0.77
0.97566,0.97574,0.78
0.98547,0.98555,0.79
0.99519,0.99526,0.8
1.0048,1.0049,0.81
1.0143,1.0144,0.82
1.0237,1.0238,0.83
1.033,1.0331,0.84
1.0423,1.0423,0.85
1.0514,1.0514,0.86
1.0604,1.0604,0.87
1.0692,1.0693,0.88
1.078,1.0781,0.89
1.0867,1.0867,0.9
1.0953,1.0953,0.91
1.1037,1.1038,0.92
1.1121,1.1121,0.93
1.1203,1.1203,0.94
1.1285,1.1285,0.95
1.1365,1.1365,0.96
1.1444,1.1444,0.97
1.1522,1.1521,0.98
1.1598,1.1598,0.99
1.1674,1.1674,1
1.1748,1.1748,1.01
1.1821,1.1821,1.02
1.1893,1.1893,1.03
1.1964,1.1964,1.04
1.2034,1.2033,1.05
1.2102,1.2102,1.06
1.2169,1.2169,1.07
1.2235,1.2235,1.08
1.23,1.23,1.09
1.2364,1.2363,1.1
1.2426,1.2425,1.11
1.2487,1.2487,1.12
1.2547,1.2546,1.13
1.2605,1.2605,1.14
1.2663,1.2662,1.15
1.2719,1.2718,1.16
1.2774,1.2773,1.17
1.2827,1.2826,1.18
1.2879,1.2879,1.19
1.293,1.2929,1.2
1.298,1.2979,1.21
1.3028,1.3027,1.22
1.3075,1.3074,1.23
1.3121,1.312,1.24
1.3165,1.3165,1.25
1.3208,1.3208,1.26
1.325,1.3249,1.27
1.3291,1.329,1.28
1.333,1.3329,1.29
1.3367,1.3367,1.3
1.3404,1.3403,1.31
1.3439,1.3438,1.32
1.3473,1.3472,1.33
1.3505,1.3504,1.34
1.3536,1.3535,1.35
1.3566,1.3565,1.36
1.3594,1.3594,1.37
1.3621,1.3621,1.38
1.3647,1.3646,1.39
1.3671,1.367,1.4
