true_u,pred_u,Points:0
0,0.00032943,0
0.0041278,0.0044484,0.01
0.0082551,0.0085666,0.02
0.012382,0.012684,0.03
0.016507,0.016799,0.04
0.020631,0.020913,0.05
0.024752,0.025024,0.06
0.028871,0.029133,0.07
0.032988,0.033239,0.08
0.0371,0.037341,0.09
0.04121,0.04144,0.1
0.045315,0.045534,0.11
0.049415,0.049623,0.12
0.053511,0.053708,0.13
0.057601,0.057787,0.14
0.061686,0.06186,0.15
0.065764,0.065928,0.16
0.069836,0.069988,0.17
0.073901,0.074042,0.18
0.077958,0.078087,0.19
0.082008,0.082126,0.2
0.086049,0.086155,0.21
0.090082,0.090177,0.22
0.094106,0.094189,0.23
0.09812,0.098192,0.24
0.10212,0.10219,0.25
0.10612,0.10617,0.26
0.1101,0.11014,0.27
0.11408,0.1141,0.28
0.11804,0.11805,0.29
0.12199,0.12199,0.3
0.12592,0.12592,0.31
0.12985,0.12983,0.32
0.13376,0.13373,0.33
0.13766,0.13762,0.34
0.14154,0.14149,0.35
0.14541,0.14535,0.36
0.14927,0.1492,0.37
0.15311,0.15303,0.38
0.15694,0.15684,0.39
0.16075,0.16064,0.4
0.16454,0.16443,0.41
0.16832,0.16819,0.42
0.17208,0.17194,0.43
0.17582,0.17568,0.44
0.17955,0.1794,0.45
0.18325,0.18309,0.46
0.18694,0.18677,0.47
0.19062,0.19044,0.48
0.19427,0.19408,0.49
0.1979,0.1977,0.5
0.20151,0.20131,0.51
0.2051,0.20489,0.52
0.20868,0.20846,0.53
0.21223,0.212,0.54
0.21576,0.21552,0.55
0.21927,0.21903,0.56
0.22275,0.22251,0.57
0.22622,0.22596,0.58
0.22966,0.2294,0.59
0.23308,0.23281,0.6
0.23647,0.2362,0.61
0.23984,0.23957,0.62
0.24319,0.24291,0.63
0.24651,0.24623,0.64
0.24981,0.24952,0.65
0.25308,0.25279,0.66
0.25633,0.25604,0.67
0.25956,0.25926,0.68
0.26275,0.26245,0.69
0.26592,0.26562,0.7
0.26907,0.26876,0.71
0.27218,0.27187,0.72
0.27527,0.27496,0.73
0.27834,0.27802,0.74
0.28137,0.28105,0.75
0.28438,0.28406,0.76
0.28735,0.28704,0.77
0.2903,0.28998,0.78
0.29322,0.2929,0.79
0.29611,0.29579,0.8
0.29897,0.29866,0.81
0.30181,0.30149,0.82
