true_u,pred_u,Points:0
0,-1.0059e-05,0
0.0093906,0.009368,0.01
0.01878,0.018745,0.02
0.028168,0.02812,0.03
0.037553,0.037493,0.04
0.046934,0.046862,0.05
0.056311,0.056226,0.06
0.065682,0.065585,0.07
0.075046,0.074938,0.08
0.084403,0.084283,0.09
0.093751,0.09362,0.1
0.10309,0.10295,0.11
0.11242,0.11227,0.12
0.12174,0.12157,0.13
0.13104,0.13087,0.14
0.14033,0.14015,0.15
0.14961,0.14942,0.16
0.15888,0.15867,0.17
0.16812,0.16791,0.18
0.17735,0.17713,0.19
0.18657,0.18633,0.2
0.19576,0.19552,0.21
0.20493,0.20469,0.22
0.21409,0.21383,0.23
0.22322,0.22296,0.24
0.23233,0.23206,0.25
0.24142,0.24114,0.26
0.25048,0.2502,0.27
0.25952,0.25923,0.28
0.26853,0.26824,0.29
0.27752,0.27721,0.3
0.28647,0.28617,0.31
0.2954,0.29509,0.32
0.3043,0.30398,0.33
0.31317,0.31285,0.34
0.32201,0.32168,0.35
0.33081,0.33048,0.36
0.33959,0.33925,0.37
0.34832,0.34799,0.38
0.35703,0.35669,0.39
0.36569,0.36536,0.4
0.37433,0.37398,0.41
0.38292,0.38258,0.42
0.39147,0.39113,0.43
0.39999,0.39965,0.44
0.40847,0.40812,0.45
0.4169,0.41656,0.46
0.4253,0.42495,0.47
0.43365,0.4333,0.48
0.44195,0.44161,0.49
0.45022,0.44988,0.5
0.45844,0.4581,0.51
0.46661,0.46627,0.52
0.47474,0.4744,0.53
0.48281,0.48248,0.54
0.49084,0.49052,0.55
0.49883,0.4985,0.56
0.50676,0.50644,0.57
0.51464,0.51432,0.58
0.52247,0.52216,0.59
0.53024,0.52994,0.6
0.53797,0.53767,0.61
0.54564,0.54534,0.62
0.55325,0.55296,0.63
0.56081,0.56053,0.64
0.56832,0.56804,0.65
0.57577,0.57549,0.66
0.58315,0.58289,0.67
0.59049,0.59023,0.68
0.59776,0.59751,0.69
0.60497,0.60473,0.7
0.61212,0.61189,0.71
0.61921,0.61899,0.72
0.62624,0.62602,0.73
0.63321,0.633,0.74
0.64011,0.63991,0.75
0.64695,0.64676,0.76
0.65373,0.65354,0.77
0.66043,0.66026,0.78
0.66708,0.66691,0.79
0.67365,0.6735,0.8
0.68016,0.68002,0.81
0.6866,0.68647,0.82
0.69298,0.69285,0.83
0.69928,0.69916,0.84
0.70551,0.7054,0.85
0.71167,0.71157,0.86
0.71777,0.71768,0.87
0.72378,0.7237,0.88
0.72973,0.72966,0.89
0.73561,0.73554,0.9
0.74141,0.74136,0.91
0.74713,0.74709,0.92
0.75278,0.75275,0.93
0.75836,0.75834,0.94
0.76386,0.76385,0.95
0.76929,0.76928,0.96
0.77463,0.77464,0.97
0.7799,0.77992,0.98
0.78509,0.78512,0.99
0.79021,0.79024,1
0.79524,0.79529,1.01
0.8002,0.80025,1.02
0.80507,0.80513,1.03
0.80987,0.80994,1.04
0.81458,0.81466,1.05
0.81921,0.8193,1.06
0.82376,0.82386,1.07
0.82823,0.82833,1.08
0.83261,0.83272,1.09
0.83691,0.83703,1.1
0.84113,0.84126,1.11
0.84527,0.8454,1.12
0.84931,0.84946,1.13
0.85328,0.85343,1.14
0.85716,0.85731,1.15
0.86095,0.86111,1.16
0.86466,0.86482,1.17
0.86828,0.86845,1.18
0.87181,0.87199,1.19
0.87526,0.87544,1.2
0.87862,0.87881,1.21
0.88189,0.88208,1.22
0.88507,0.88527,1.23
0.88817,0.88837,1.24
0.89117,0.89138,1.25
0.89409,0.8943,1.26
0.89692,0.89713,1.27
0.89965,0.89987,1.28
0.9023,0.90252,1.29
0.90486,0.90508,1.3
0.90732,0.90755,1.31
0.9097,0.90993,1.32
0.91198,0.91222,1.33
0.91418,0.91442,1.34
0.91628,0.91652,1.35
0.91829,0.91853,1.36
0.92021,0.92045,1.37
0.92204,0.92228,1.38
0.92377,0.92402,1.39
0.92542,0.92566,1.4
0.92696,0.92721,1.41
0.92842,0.92867,1.42
0.92979,0.93003,1.43
0.93106,0.9313,1.44
0.93224,0.93248,1.45
0.93332,0.93356,1.46
0.93431,0.93455,1.47
0.93521,0.93545,1.48
0.93602,0.93625,1.49
0.93673,0.93696,1.5
0.93734,0.93758,1.51
0.93787,0.9381,1.52
0.9383,0.93853,1.53
0.93863,0.93886,1.54
0.93888,0.9391,1.55
0.93902,0.93925,1.56
0.93908,0.9393,1.57
0.93904,0.93925,1.58
0.93891,0.93912,1.59
0.93868,0.93889,1.6
0.93836,0.93856,1.61
0.93794,0.93814,1.62
0.93743,0.93763,1.63
0.93683,0.93702,1.64
0.93613,0.93632,1.65
0.93535,0.93553,1.66
0.93446,0.93464,1.67
0.93348,0.93366,1.68
0.93241,0.93258,1.69
0.93125,0.93141,1.7
0.93,0.93015,1.71
0.92865,0.92879,1.72
0.9272,0.92735,1.73
0.92567,0.92581,1.74
0.92404,0.92417,1.75
0.92232,0.92245,1.76
0.92051,0.92063,1.77
0.9186,0.91872,1.78
0.91661,0.91671,1.79
0.91452,0.91462,1.8
0.91234,0.91243,1.81
0.91007,0.91016,1.82
0.90771,0.90779,1.83
0.90526,0.90533,1.84
0.90271,0.90278,1.85
0.90008,0.90014,1.86
0.89736,0.89741,1.87
0.89454,0.89459,1.88
0.89164,0.89168,1.89
0.88865,0.88868,1.9
0.88557,0.8856,1.91
0.8824,0.88242,1.92
0.87914,0.87916,1.93
0.8758,0.8758,1.94
0.87237,0.87236,1.95
0.86885,0.86884,1.96
0.86524,0.86522,1.97
0.86155,0.86152,1.98
0.85777,0.85774,1.99
0.8539,0.85386,2
0.84995,0.84991,2.01
0.84592,0.84587,2.02
0.8418,0.84174,2.03
0.83759,0.83753,2.04
0.8333,0.83323,2.05
0.82893,0.82885,2.06
0.82448,0.82439,2.07
0.81994,0.81985,2.08
0.81532,0.81523,2.09
0.81062,0.81052,2.1
0.80584,0.80573,2.11
0.80098,0.80086,2.12
0.79604,0.79592,2.13
0.79101,0.79089,2.14
0.78591,0.78578,2.15
0.78073,0.7806,2.16
0.77548,0.77534,2.17
0.77014,0.77,2.18
0.76473,0.76458,2.19
0.75924,0.75908,2.2
0.75368,0.75352,2.21
0.74804,0.74787,2.22
0.74232,0.74215,2.23
0.73653,0.73636,2.24
0.73067,0.73049,2.25
0.72474,0.72455,2.26
0.71873,0.71854,2.27
0.71265,0.71246,2.28
0.7065,0.7063,2.29
0.70028,0.70008,2.3
0.69398,0.69378,2.31
0.68762,0.68742,2.32
0.68119,0.68099,2.33
0.6747,0.67449,2.34
0.66813,0.66792,2.35
0.6615,0.66128,2.36
0.6548,0.65458,2.37
0.64803,0.64782,2.38
0.64121,0.64099,2.39
0.63431,0.63409,2.4
0.62736,0.62714,2.41
0.62034,0.62012,2.42
0.61326,0.61304,2.43
0.60611,0.60589,2.44
0.59891,0.59869,2.45
0.59165,0.59143,2.46
0.58433,0.5841,2.47
0.57695,0.57672,2.48
0.56951,0.56929,2.49
0.56201,0.56179,2.5
0.55446,0.55424,2.51
0.54685,0.54664,2.52
0.53919,0.53898,2.53
0.53148,0.53126,2.54
0.52371,0.5235,2.55
0.51589,0.51568,2.56
0.50802,0.50781,2.57
0.50009,0.49988,2.58
0.49212,0.49191,2.59
0.4841,0.48389,2.6
0.47603,0.47583,2.61
0.46791,0.46771,2.62
0.45974,0.45955,2.63
0.45153,0.45134,2.64
0.44327,0.44309,2.65
0.43497,0.43479,2.66
0.42663,0.42645,2.67
0.41824,0.41807,2.68
0.40981,0.40964,2.69
0.40134,0.40118,2.7
0.39283,0.39267,2.71
0.38428,0.38413,2.72
0.3757,0.37555,2.73
0.36707,0.36693,2.74
0.35841,0.35827,2.75
0.34971,0.34958,2.76
0.34098,0.34085,2.77
0.33221,0.33209,2.78
0.32341,0.3233,2.79
0.31458,0.31447,2.8
0.30572,0.30561,2.81
0.29682,0.29672,2.82
0.2879,0.28781,2.83
0.27895,0.27886,2.84
0.26996,0.26989,2.85
0.26096,0.26088,2.86
0.25192,0.25186,2.87
0.24286,0.24281,2.88
0.23378,0.23373,2.89
