true_u,pred_u,Points:0
0,-0.00024822,0
0.012706,0.01246,0.01
0.02541,0.025166,0.02
0.038112,0.037871,0.03
0.05081,0.050572,0.04
0.063503,0.063268,0.05
0.076189,0.075958,0.06
0.088868,0.08864,0.07
0.10154,0.10131,0.08
0.1142,0.11398,0.09
0.12685,0.12663,0.1
0.13948,0.13927,0.11
0.1521,0.1519,0.12
0.16471,0.16451,0.13
0.1773,0.1771,0.14
0.18987,0.18968,0.15
0.20243,0.20224,0.16
0.21496,0.21478,0.17
0.22747,0.22729,0.18
0.23996,0.23979,0.19
0.25243,0.25226,0.2
0.26487,0.2647,0.21
0.27728,0.27712,0.22
0.28966,0.28951,0.23
0.30202,0.30187,0.24
0.31435,0.31421,0.25
0.32664,0.32651,0.26
0.3389,0.33878,0.27
0.35113,0.35101,0.28
0.36333,0.36321,0.29
0.37548,0.37537,0.3
0.3876,0.3875,0.31
0.39968,0.39958,0.32
0.41172,0.41163,0.33
0.42372,0.42364,0.34
0.43568,0.4356,0.35
0.44759,0.44752,0.36
0.45946,0.45939,0.37
0.47128,0.47122,0.38
0.48306,0.483,0.39
0.49479,0.49474,0.4
0.50647,0.50642,0.41
0.51809,0.51805,0.42
0.52967,0.52964,0.43
0.54119,0.54116,0.44
0.55266,0.55264,0.45
0.56407,0.56406,0.46
0.57543,0.57542,0.47
0.58673,0.58673,0.48
0.59797,0.59797,0.49
0.60915,0.60916,0.5
0.62027,0.62028,0.51
0.63133,0.63135,0.52
0.64232,0.64235,0.53
0.65325,0.65328,0.54
0.66412,0.66415,0.55
0.67491,0.67496,0.56
0.68565,0.68569,0.57
0.69631,0.69636,0.58
0.7069,0.70696,0.59
0.71742,0.71749,0.6
0.72787,0.72794,0.61
0.73825,0.73833,0.62
0.74856,0.74863,0.63
0.75878,0.75887,0.64
0.76894,0.76903,0.65
0.77901,0.77911,0.66
0.78901,0.78911,0.67
0.79893,0.79903,0.68
0.80877,0.80888,0.69
0.81853,0.81864,0.7
0.82821,0.82832,0.71
0.8378,0.83792,0.72
0.84731,0.84743,0.73
0.85674,0.85686,0.74
0.86608,0.8662,0.75
0.87533,0.87546,0.76
0.8845,0.88463,0.77
0.89357,0.89371,0.78
0.90256,0.9027,0.79
0.91146,0.9116,0.8
0.92027,0.92041,0.81
0.92898,0.92913,0.82
0.9376,0.93775,0.83
0.94613,0.94628,0.84
0.95456,0.95471,0.85
0.9629,0.96305,0.86
0.97114,0.9713,0.87
0.97929,0.97944,0.88
0.98733,0.98749,0.89
0.99528,0.99544,0.9
1.0031,1.0033,0.91
1.0109,1.011,0.92
1.0185,1.0187,0.93
1.0261,1.0262,0.94
1.0335,1.0337,0.95
1.0408,1.041,0.96
1.0481,1.0482,0.97
1.0552,1.0554,0.98
1.0622,1.0624,0.99
1.0692,1.0693,1
1.076,1.0761,1.01
1.0827,1.0828,1.02
1.0893,1.0894,1.03
1.0958,1.0959,1.04
1.1021,1.1023,1.05
1.1084,1.1086,1.06
1.1146,1.1147,1.07
1.1206,1.1207,1.08
1.1265,1.1267,1.09
1.1324,1.1325,1.1
1.1381,1.1382,1.11
1.1436,1.1438,1.12
1.1491,1.1493,1.13
1.1545,1.1546,1.14
1.1597,1.1599,1.15
1.1649,1.165,1.16
1.1699,1.17,1.17
1.1748,1.1749,1.18
1.1796,1.1797,1.19
1.1842,1.1844,1.2
1.1888,1.1889,1.21
1.1932,1.1933,1.22
1.1975,1.1976,1.23
1.2017,1.2018,1.24
1.2058,1.2059,1.25
1.2097,1.2098,1.26
1.2135,1.2136,1.27
1.2172,1.2173,1.28
1.2208,1.2209,1.29
1.2243,1.2244,1.3
1.2276,1.2277,1.31
1.2308,1.2309,1.32
1.2339,1.234,1.33
1.2369,1.237,1.34
1.2397,1.2398,1.35
1.2425,1.2425,1.36
1.2451,1.2451,1.37
1.2475,1.2476,1.38
1.2499,1.2499,1.39
1.2521,1.2521,1.4
1.2542,1.2542,1.41
1.2562,1.2562,1.42
1.258,1.2581,1.43
1.2597,1.2598,1.44
1.2613,1.2614,1.45
1.2628,1.2628,1.46
1.2641,1.2642,1.47
1.2653,1.2654,1.48
1.2664,1.2665,1.49
1.2674,1.2674,1.5
1.2682,1.2683,1.51
1.2689,1.269,1.52
1.2695,1.2695,1.53
1.27,1.27,1.54
1.2703,1.2703,1.55
1.2705,1.2705,1.56
1.2706,1.2706,1.57
1.2705,1.2705,1.58
1.2703,1.2704,1.59
1.27,1.2701,1.6
1.2696,1.2696,1.61
1.269,1.2691,1.62
1.2684,1.2684,1.63
1.2675,1.2675,1.64
1.2666,1.2666,1.65
1.2655,1.2655,1.66
1.2643,1.2643,1.67
1.263,1.263,1.68
1.2616,1.2616,1.69
1.26,1.26,1.7
1.2583,1.2583,1.71
1.2565,1.2565,1.72
1.2545,1.2545,1.73
1.2524,1.2524,1.74
1.2502,1.2502,1.75
1.2479,1.2479,1.76
1.2455,1.2455,1.77
1.2429,1.2429,1.78
1.2402,1.2402,1.79
1.2374,1.2374,1.8
1.2344,1.2344,1.81
1.2313,1.2313,1.82
1.2281,1.2282,1.83
1.2248,1.2248,1.84
1.2214,1.2214,1.85
1.2178,1.2178,1.86
1.2141,1.2142,1.87
1.2103,1.2103,1.88
1.2064,1.2064,1.89
1.2024,1.2024,1.9
1.1982,1.1982,1.91
1.1939,1.1939,1.92
1.1895,1.1895,1.93
1.185,1.185,1.94
1.1803,1.1804,1.95
1.1756,1.1756,1.96
1.1707,1.1707,1.97
1.1657,1.1657,1.98
1.1606,1.1606,1.99
1.1553,1.1554,2
1.15,1.15,2.01
1.1445,1.1446,2.02
1.139,1.139,2.03
1.1333,1.1333,2.04
1.1275,1.1275,2.05
1.1216,1.1216,2.06
1.1155,1.1156,2.07
1.1094,1.1094,2.08
1.1031,1.1032,2.09
1.0968,1.0968,2.1
1.0903,1.0904,2.11
1.0837,1.0838,2.12
1.077,1.0771,2.13
1.0702,1.0703,2.14
1.0633,1.0634,2.15
1.0563,1.0564,2.16
1.0492,1.0493,2.17
1.042,1.0421,2.18
1.0347,1.0348,2.19
1.0273,1.0273,2.2
1.0197,1.0198,2.21
1.0121,1.0122,2.22
1.0044,1.0044,2.23
0.99654,0.99661,2.24
0.9886,0.98868,2.25
0.98057,0.98065,2.26
0.97244,0.97252,2.27
0.96422,0.96429,2.28
0.9559,0.95597,2.29
0.94748,0.94755,2.3
0.93897,0.93904,2.31
0.93036,0.93043,2.32
0.92166,0.92173,2.33
0.91287,0.91293,2.34
0.90398,0.90405,2.35
0.89501,0.89507,2.36
0.88595,0.88601,2.37
0.8768,0.87686,2.38
0.86756,0.86762,2.39
0.85823,0.85829,2.4
0.84882,0.84887,2.41
0.83932,0.83937,2.42
0.82974,0.82979,2.43
0.82008,0.82012,2.44
0.81033,0.81037,2.45
0.8005,0.80055,2.46
0.7906,0.79064,2.47
0.78061,0.78065,2.48
0.77055,0.77058,2.49
0.76041,0.76043,2.5
0.75019,0.75021,2.51
0.7399,0.73992,2.52
0.72953,0.72955,2.53
0.71909,0.7191,2.54
0.70858,0.70859,2.55
0.698,0.698,2.56
0.68735,0.68735,2.57
0.67663,0.67662,2.58
0.66584,0.66583,2.59
0.65499,0.65497,2.6
0.64407,0.64405,2.61
0.63308,0.63306,2.62
0.62203,0.622,2.63
0.61092,0.61089,2.64
0.59975,0.59971,2.65
0.58852,0.58848,2.66
0.57723,0.57718,2.67
0.56588,0.56583,2.68
0.55448,0.55442,2.69
0.54302,0.54296,2.7
0.53151,0.53144,2.71
0.51994,0.51987,2.72
0.50832,0.50824,2.73
0.49665,0.49657,2.74
0.48493,0.48484,2.75
0.47316,0.47307,2.76
0.46135,0.46125,2.77
0.44949,0.44938,2.78
0.43758,0.43747,2.79
0.42563,0.42552,2.8
0.41364,0.41352,2.81
0.4016,0.40148,2.82
0.38953,0.3894,2.83
0.37741,0.37729,2.84
0.36526,0.36513,2.85
0.35308,0.35294,2.86
0.34085,0.34071,2.87
0.3286,0.32845,2.88
0.31631,0.31616,2.89
0.30399,0.30383,2.9
0.29163,0.29148,2.91
0.27925,0.2791,2.92
0.26684,0.26669,2.93
0.25441,0.25425,2.94
0.24195,0.24178,2.95
0.22946,0.2293,2.96
0.21695,0.21679,2.97
0.20442,0.20426,2.98
0.19187,0.19171,2.99
0.1793,0.17913,3
0.16672,0.16655,3.01
0.15411,0.15394,3.02
0.14149,0.14132,3.03
0.12886,0.12869,3.04
0.11621,0.11604,3.05
0.10356,0.10338,3.06
0.090887,0.090717,3.07
0.078209,0.07804,3.08
0.065524,0.065355,3.09
0.052832,0.052665,3.1
0.040134,0.039969,3.11
0.027433,0.027269,3.12
0.014729,0.014566,3.13
0.0020236,0.0018626,3.14
