true_u,pred_u,Points:0
-0,6.3493e-05,0
-0.0047668,-0.0046886,0.01
-0.0095332,-0.0094403,0.02
-0.014299,-0.014191,0.03
-0.019063,-0.018941,0.04
-0.023825,-0.023689,0.05
-0.028584,-0.028434,0.06
-0.033341,-0.033177,0.07
-0.038095,-0.037917,0.08
-0.042844,-0.042653,0.09
-0.04759,-0.047385,0.1
-0.05233,-0.052112,0.11
-0.057066,-0.056835,0.12
-0.061796,-0.061552,0.13
-0.066519,-0.066263,0.14
-0.071236,-0.070968,0.15
-0.075946,-0.075666,0.16
-0.080648,-0.080357,0.17
-0.085342,-0.08504,0.18
-0.090028,-0.089715,0.19
-0.094704,-0.094381,0.2
-0.099371,-0.099038,0.21
-0.10403,-0.10369,0.22
-0.10868,-0.10832,0.23
-0.11331,-0.11295,0.24
-0.11794,-0.11757,0.25
-0.12255,-0.12217,0.26
-0.12715,-0.12677,0.27
-0.13174,-0.13135,0.28
-0.13631,-0.13592,0.29
-0.14087,-0.14047,0.3
-0.14542,-0.14501,0.31
-0.14995,-0.14954,0.32
-0.15447,-0.15405,0.33
-0.15897,-0.15855,0.34
-0.16346,-0.16303,0.35
-0.16793,-0.1675,0.36
-0.17238,-0.17195,0.37
-0.17681,-0.17639,0.38
-0.18123,-0.1808,0.39
-0.18563,-0.1852,0.4
-0.19001,-0.18958,0.41
-0.19438,-0.19394,0.42
-0.19872,-0.19829,0.43
-0.20304,-0.20261,0.44
-0.20734,-0.20691,0.45
-0.21163,-0.2112,0.46
-0.21589,-0.21546,0.47
-0.22013,-0.2197,0.48
-0.22434,-0.22392,0.49
-0.22854,-0.22812,0.5
-0.23271,-0.2323,0.51
-0.23686,-0.23645,0.52
-0.24098,-0.24058,0.53
-0.24508,-0.24469,0.54
-0.24916,-0.24877,0.55
-0.25321,-0.25282,0.56
-0.25724,-0.25686,0.57
-0.26124,-0.26086,0.58
-0.26521,-0.26485,0.59
-0.26916,-0.2688,0.6
-0.27308,-0.27273,0.61
-0.27697,-0.27663,0.62
-0.28084,-0.28051,0.63
-0.28468,-0.28435,0.64
-0.28849,-0.28817,0.65
-0.29227,-0.29196,0.66
-0.29602,-0.29572,0.67
-0.29974,-0.29946,0.68
-0.30343,-0.30316,0.69
-0.30709,-0.30683,0.7
-0.31072,-0.31047,0.71
-0.31432,-0.31409,0.72
-0.31789,-0.31767,0.73
-0.32143,-0.32121,0.74
-0.32493,-0.32473,0.75
-0.3284,-0.32822,0.76
-0.33184,-0.33167,0.77
