true_u,pred_u,Points:0
-0,-3.6628e-06,0
-0.014075,-0.014102,0.01
-0.028149,-0.028198,0.02
-0.042221,-0.042292,0.03
-0.056288,-0.056382,0.04
-0.070349,-0.070466,0.05
-0.084403,-0.084542,0.06
-0.098449,-0.09861,0.07
-0.11249,-0.11267,0.08
-0.12651,-0.12671,0.09
-0.14052,-0.14075,0.1
-0.15452,-0.15477,0.11
-0.1685,-0.16877,0.12
-0.18247,-0.18276,0.13
-0.19642,-0.19673,0.14
-0.21034,-0.21067,0.15
-0.22425,-0.2246,0.16
-0.23814,-0.2385,0.17
-0.252,-0.25238,0.18
-0.26583,-0.26624,0.19
-0.27964,-0.28006,0.2
-0.29342,-0.29386,0.21
-0.30717,-0.30763,0.22
-0.32089,-0.32137,0.23
-0.33458,-0.33508,0.24
-0.34824,-0.34875,0.25
-0.36186,-0.36238,0.26
-0.37544,-0.37598,0.27
-0.38899,-0.38954,0.28
-0.4025,-0.40307,0.29
-0.41596,-0.41655,0.3
-0.42939,-0.42999,0.31
-0.44277,-0.44338,0.32
-0.45611,-0.45673,0.33
-0.46941,-0.47004,0.34
-0.48265,-0.48329,0.35
-0.49585,-0.4965,0.36
-0.509,-0.50966,0.37
-0.5221,-0.52277,0.38
-0.53514,-0.53582,0.39
-0.54813,-0.54882,0.4
-0.56107,-0.56176,0.41
-0.57395,-0.57465,0.42
-0.58677,-0.58748,0.43
-0.59954,-0.60025,0.44
-0.61224,-0.61296,0.45
-0.62489,-0.62561,0.46
-0.63747,-0.63819,0.47
-0.64999,-0.65071,0.48
-0.66244,-0.66316,0.49
-0.67482,-0.67555,0.5
-0.68714,-0.68787,0.51
-0.69939,-0.70012,0.52
-0.71157,-0.7123,0.53
-0.72368,-0.7244,0.54
-0.73572,-0.73644,0.55
-0.74768,-0.7484,0.56
-0.75957,-0.76028,0.57
-0.77138,-0.77209,0.58
-0.78312,-0.78382,0.59
-0.79477,-0.79547,0.6
-0.80635,-0.80704,0.61
-0.81785,-0.81853,0.62
-0.82926,-0.82994,0.63
-0.84059,-0.84126,0.64
-0.85184,-0.8525,0.65
-0.863,-0.86365,0.66
-0.87408,-0.87472,0.67
-0.88507,-0.8857,0.68
-0.89597,-0.89659,0.69
-0.90678,-0.90739,0.7
-0.9175,-0.9181,0.71
-0.92813,-0.92871,0.72
-0.93866,-0.93923,0.73
-0.94911,-0.94966,0.74
-0.95945,-0.96,0.75
-0.9697,-0.97023,0.76
-0.97986,-0.98037,0.77
-0.98991,-0.99041,0.78
-0.99987,-1.0004,0.79
-1.0097,-1.0102,0.8
-1.0195,-1.0199,0.81
-1.0291,-1.0296,0.82
-1.0387,-1.0391,0.83
-1.0481,-1.0485,0.84
-1.0575,-1.0579,0.85
-1.0667,-1.0671,0.86
-1.0758,-1.0762,0.87
-1.0849,-1.0852,0.88
-1.0938,-1.0941,0.89
-1.1026,-1.1029,0.9
-1.1113,-1.1115,0.91
-1.1199,-1.1201,0.92
-1.1283,-1.1286,0.93
-1.1367,-1.1369,0.94
-1.1449,-1.1451,0.95
-1.1531,-1.1532,0.96
-1.1611,-1.1612,0.97
-1.169,-1.1691,0.98
-1.1768,-1.1769,0.99
-1.1844,-1.1845,1
-1.192,-1.192,1.01
-1.1994,-1.1994,1.02
-1.2067,-1.2067,1.03
-1.2139,-1.2139,1.04
-1.221,-1.2209,1.05
-1.2279,-1.2279,1.06
-1.2347,-1.2347,1.07
-1.2414,-1.2413,1.08
-1.248,-1.2479,1.09
-1.2544,-1.2543,1.1
-1.2608,-1.2606,1.11
-1.267,-1.2668,1.12
-1.273,-1.2728,1.13
-1.279,-1.2788,1.14
-1.2848,-1.2846,1.15
-1.2905,-1.2902,1.16
-1.296,-1.2958,1.17
-1.3014,-1.3012,1.18
-1.3067,-1.3065,1.19
-1.3119,-1.3116,1.2
-1.3169,-1.3166,1.21
-1.3218,-1.3215,1.22
-1.3266,-1.3263,1.23
-1.3313,-1.3309,1.24
-1.3358,-1.3354,1.25
-1.3401,-1.3397,1.26
-1.3444,-1.3439,1.27
-1.3485,-1.348,1.28
-1.3524,-1.352,1.29
-1.3563,-1.3558,1.3
-1.36,-1.3595,1.31
-1.3635,-1.363,1.32
-1.367,-1.3664,1.33
-1.3702,-1.3697,1.34
-1.3734,-1.3729,1.35
-1.3764,-1.3759,1.36
-1.3793,-1.3787,1.37
-1.382,-1.3815,1.38
-1.3846,-1.384,1.39
-1.3871,-1.3865,1.4
-1.3894,-1.3888,1.41
-1.3916,-1.391,1.42
-1.3936,-1.393,1.43
-1.3955,-1.3949,1.44
-1.3973,-1.3967,1.45
-1.3989,-1.3983,1.46
-1.4004,-1.3998,1.47
-1.4018,-1.4011,1.48
-1.403,-1.4023,1.49
-1.404,-1.4034,1.5
-1.405,-1.4043,1.51
-1.4058,-1.4051,1.52
-1.4064,-1.4057,1.53
-1.4069,-1.4062,1.54
-1.4073,-1.4066,1.55
-1.4075,-1.4068,1.56
-1.4076,-1.4069,1.57
-1.4075,-1.4068,1.58
-1.4073,-1.4066,1.59
-1.407,-1.4063,1.6
-1.4065,-1.4058,1.61
-1.4059,-1.4052,1.62
-1.4051,-1.4045,1.63
-1.4042,-1.4036,1.64
-1.4032,-1.4025,1.65
-1.402,-1.4013,1.66
-1.4006,-1.4,1.67
-1.3992,-1.3986,1.68
-1.3976,-1.397,1.69
-1.3958,-1.3952,1.7
-1.394,-1.3934,1.71
-1.3919,-1.3914,1.72
-1.3898,-1.3892,1.73
-1.3875,-1.3869,1.74
-1.385,-1.3845,1.75
-1.3824,-1.3819,1.76
-1.3797,-1.3792,1.77
-1.3769,-1.3764,1.78
-1.3739,-1.3734,1.79
-1.3708,-1.3703,1.8
-1.3675,-1.367,1.81
-1.3641,-1.3637,1.82
-1.3605,-1.3601,1.83
-1.3569,-1.3565,1.84
-1.3531,-1.3527,1.85
-1.3491,-1.3488,1.86
-1.345,-1.3447,1.87
-1.3408,-1.3405,1.88
-1.3365,-1.3362,1.89
-1.332,-1.3317,1.9
-1.3274,-1.3271,1.91
-1.3226,-1.3224,1.92
-1.3177,-1.3175,1.93
-1.3127,-1.3125,1.94
-1.3076,-1.3074,1.95
-1.3023,-1.3021,1.96
-1.2969,-1.2968,1.97
-1.2914,-1.2912,1.98
-1.2857,-1.2856,1.99
-1.2799,-1.2798,2
-1.274,-1.2739,2.01
-1.2679,-1.2679,2.02
-1.2618,-1.2618,2.03
-1.2554,-1.2555,2.04
-1.249,-1.2491,2.05
-1.2425,-1.2425,2.06
-1.2358,-1.2359,2.07
-1.229,-1.2291,2.08
