true_u,pred_u,Points:0
0,0.00034089,0
0.00065305,0.00099642,0.01
0.001306,0.0016516,0.02
0.0019589,0.0023061,0.03
0.0026115,0.0029601,0.04
0.0032639,0.0036134,0.05
0.003916,0.0042662,0.06
0.0045677,0.0049183,0.07
0.0052189,0.0055697,0.08
0.0058696,0.0062203,0.09
0.0065197,0.0068698,0.1
0.0071691,0.0075185,0.11
0.0078179,0.0081662,0.12
0.0084658,0.0088129,0.13
0.009113,0.0094583,0.14
0.0097592,0.010103,0.15
0.010404,0.010746,0.16
0.011049,0.011387,0.17
0.011692,0.012028,0.18
0.012334,0.012666,0.19
0.012974,0.013304,0.2
0.013614,0.013939,0.21
0.014252,0.014573,0.22
0.014888,0.015206,0.23
0.015523,0.015836,0.24
0.016157,0.016465,0.25
0.016789,0.017091,0.26
0.017419,0.017716,0.27
0.018048,0.018339,0.28
0.018674,0.01896,0.29
0.019299,0.019578,0.3
0.019922,0.020195,0.31
0.020543,0.020809,0.32
0.021162,0.021421,0.33
0.021779,0.022031,0.34
0.022393,0.022638,0.35
0.023005,0.023243,0.36
0.023616,0.023845,0.37
0.024223,0.024444,0.38
0.024828,0.025042,0.39
0.025431,0.025636,0.4
0.026031,0.026228,0.41
0.026629,0.026817,0.42
0.027224,0.027403,0.43
0.027816,0.027986,0.44
0.028406,0.028567,0.45
0.028992,0.029144,0.46
0.029576,0.029719,0.47
0.030157,0.03029,0.48
0.030735,0.030859,0.49
0.031309,0.031424,0.5
0.031881,0.031986,0.51
0.032449,0.032544,0.52
0.033014,0.0331,0.53
0.033576,0.033652,0.54
0.034134,0.0342,0.55
0.034689,0.034746,0.56
0.035241,0.035287,0.57
0.035789,0.035825,0.58
0.036334,0.03636,0.59
0.036874,0.03689,0.6
0.037411,0.037418,0.61
0.037945,0.037941,0.62
0.038474,0.03846,0.63
0.039,0.038976,0.64
0.039522,0.039488,0.65
0.04004,0.039996,0.66
0.040554,0.040499,0.67
0.041064,0.040999,0.68
0.041569,0.041495,0.69
0.042071,0.041987,0.7
0.042568,0.042474,0.71
0.043062,0.042957,0.72
0.04355,0.043437,0.73
0.044035,0.043911,0.74
0.044515,0.044382,0.75
0.04499,0.044848,0.76
0.045462,0.045309,0.77
0.045928,0.045766,0.78
0.04639,0.046219,0.79
0.046847,0.046667,0.8
0.0473,0.047111,0.81
0.047748,0.04755,0.82
