true_u,pred_u,Points:0
-0,5.3563e-05,0
-0.0048997,-0.0048313,0.01
-0.009799,-0.0097158,0.02
-0.014697,-0.0146,0.03
-0.019594,-0.019482,0.04
-0.024489,-0.024362,0.05
-0.029381,-0.029241,0.06
-0.034271,-0.034116,0.07
-0.039157,-0.038988,0.08
-0.044039,-0.043856,0.09
-0.048917,-0.048721,0.1
-0.053789,-0.05358,0.11
-0.058657,-0.058434,0.12
-0.063518,-0.063283,0.13
-0.068374,-0.068126,0.14
-0.073222,-0.072962,0.15
-0.078063,-0.077791,0.16
-0.082896,-0.082613,0.17
-0.087721,-0.087427,0.18
-0.092538,-0.092232,0.19
-0.097345,-0.097029,0.2
-0.10214,-0.10182,0.21
-0.10693,-0.10659,0.22
-0.11171,-0.11136,0.23
-0.11647,-0.11612,0.24
-0.12122,-0.12086,0.25
-0.12597,-0.1256,0.26
-0.13069,-0.13032,0.27
-0.13541,-0.13503,0.28
-0.14011,-0.13972,0.29
-0.1448,-0.1444,0.3
-0.14947,-0.14907,0.31
-0.15413,-0.15373,0.32
-0.15878,-0.15836,0.33
-0.1634,-0.16299,0.34
-0.16801,-0.1676,0.35
-0.17261,-0.17219,0.36
-0.17719,-0.17676,0.37
-0.18174,-0.18132,0.38
-0.18629,-0.18586,0.39
-0.19081,-0.19038,0.4
-0.19531,-0.19488,0.41
-0.1998,-0.19936,0.42
-0.20426,-0.20383,0.43
-0.2087,-0.20827,0.44
-0.21313,-0.2127,0.45
-0.21753,-0.2171,0.46
-0.22191,-0.22148,0.47
-0.22626,-0.22584,0.48
-0.2306,-0.23018,0.49
-0.23491,-0.23449,0.5
-0.2392,-0.23878,0.51
-0.24346,-0.24305,0.52
-0.2477,-0.2473,0.53
-0.25192,-0.25152,0.54
-0.25611,-0.25571,0.55
-0.26027,-0.25988,0.56
-0.26441,-0.26403,0.57
-0.26852,-0.26815,0.58
-0.27261,-0.27224,0.59
-0.27667,-0.2763,0.6
-0.2807,-0.28034,0.61
-0.2847,-0.28435,0.62
-0.28867,-0.28833,0.63
-0.29262,-0.29229,0.64
-0.29653,-0.29621,0.65
-0.30042,-0.30011,0.66
-0.30427,-0.30397,0.67
-0.3081,-0.30781,0.68
-0.31189,-0.31161,0.69
-0.31566,-0.31539,0.7
-0.31939,-0.31913,0.71
-0.32309,-0.32284,0.72
-0.32675,-0.32652,0.73
-0.33039,-0.33017,0.74
-0.33399,-0.33379,0.75
-0.33756,-0.33737,0.76
-0.34109,-0.34092,0.77
-0.34459,-0.34443,0.78
-0.34806,-0.34791,0.79
-0.35149,-0.35136,0.8
-0.35489,-0.35477,0.81
-0.35825,-0.35814,0.82
-0.36157,-0.36148,0.83
-0.36486,-0.36479,0.84
-0.36811,-0.36805,0.85
-0.37133,-0.37129,0.86
-0.37451,-0.37448,0.87
-0.37765,-0.37764,0.88
-0.38075,-0.38076,0.89
-0.38382,-0.38384,0.9
-0.38684,-0.38688,0.91
-0.38983,-0.38988,0.92
-0.39278,-0.39285,0.93
-0.39569,-0.39578,0.94
-0.39856,-0.39866,0.95
-0.40139,-0.40151,0.96
-0.40418,-0.40432,0.97
-0.40693,-0.40708,0.98
-0.40964,-0.40981,0.99
-0.41231,-0.41249,1
-0.41493,-0.41514,1.01
-0.41752,-0.41774,1.02
-0.42006,-0.4203,1.03
-0.42256,-0.42282,1.04
-0.42502,-0.42529,1.05
-0.42744,-0.42773,1.06
-0.42981,-0.43012,1.07
-0.43214,-0.43246,1.08
-0.43443,-0.43477,1.09
-0.43668,-0.43703,1.1
-0.43888,-0.43924,1.11
-0.44103,-0.44142,1.12
-0.44315,-0.44354,1.13
-0.44521,-0.44563,1.14
-0.44724,-0.44767,1.15
-0.44922,-0.44966,1.16
-0.45115,-0.45161,1.17
-0.45304,-0.45351,1.18
-0.45488,-0.45537,1.19
-0.45668,-0.45718,1.2
-0.45844,-0.45894,1.21
-0.46014,-0.46066,1.22
-0.4618,-0.46234,1.23
-0.46342,-0.46396,1.24
-0.46499,-0.46554,1.25
-0.46651,-0.46707,1.26
-0.46798,-0.46856,1.27
-0.46941,-0.47,1.28
-0.47079,-0.47139,1.29
-0.47213,-0.47273,1.3
-0.47341,-0.47403,1.31
-0.47465,-0.47528,1.32
-0.47585,-0.47648,1.33
-0.47699,-0.47763,1.34
-0.47809,-0.47873,1.35
-0.47914,-0.47979,1.36
-0.48014,-0.4808,1.37
-0.48109,-0.48176,1.38
-0.482,-0.48267,1.39
-0.48285,-0.48353,1.4
-0.48366,-0.48434,1.41
-0.48442,-0.48511,1.42
-0.48513,-0.48582,1.43
-0.4858,-0.48649,1.44
-0.48641,-0.48711,1.45
-0.48698,-0.48767,1.46
-0.4875,-0.48819,1.47
-0.48796,-0.48866,1.48
-0.48838,-0.48908,1.49
-0.48876,-0.48945,1.5
-0.48908,-0.48977,1.51
-0.48935,-0.49005,1.52
-0.48958,-0.49027,1.53
-0.48975,-0.49044,1.54
-0.48988,-0.49057,1.55
-0.48995,-0.49064,1.56
-0.48998,-0.49067,1.57
-0.48996,-0.49064,1.58
-0.48989,-0.49057,1.59
-0.48977,-0.49044,1.6
-0.48961,-0.49027,1.61
-0.48939,-0.49005,1.62
-0.48912,-0.48978,1.63
-0.48881,-0.48946,1.64
-0.48845,-0.48908,1.65
-0.48803,-0.48867,1.66
-0.48757,-0.4882,1.67
-0.48706,-0.48768,1.68
-0.48651,-0.48711,1.69
-0.4859,-0.48649,1.7
-0.48524,-0.48583,1.71
-0.48454,-0.48511,1.72
-0.48379,-0.48435,1.73
-0.48299,-0.48354,1.74
-0.48214,-0.48268,1.75
-0.48124,-0.48177,1.76
-0.48029,-0.48081,1.77
-0.4793,-0.47981,1.78
-0.47826,-0.47875,1.79
-0.47717,-0.47765,1.8
-0.47603,-0.4765,1.81
-0.47485,-0.4753,1.82
-0.47361,-0.47406,1.83
-0.47234,-0.47276,1.84
-0.47101,-0.47142,1.85
-0.46963,-0.47003,1.86
-0.46821,-0.4686,1.87
-0.46675,-0.46711,1.88
-0.46523,-0.46558,1.89
-0.46367,-0.46401,1.9
-0.46206,-0.46238,1.91
-0.46041,-0.46071,1.92
-0.45871,-0.459,1.93
-0.45697,-0.45724,1.94
-0.45517,-0.45543,1.95
-0.45334,-0.45358,1.96
-0.45146,-0.45168,1.97
-0.44953,-0.44973,1.98
-0.44756,-0.44774,1.99
-0.44554,-0.44571,2
-0.44348,-0.44363,2.01
-0.44137,-0.44151,2.02
-0.43922,-0.43934,2.03
-0.43703,-0.43713,2.04
-0.43479,-0.43488,2.05
-0.43251,-0.43258,2.06
-0.43019,-0.43024,2.07
-0.42782,-0.42785,2.08
-0.42541,-0.42543,2.09
-0.42296,-0.42296,2.1
-0.42046,-0.42045,2.11
-0.41793,-0.41789,2.12
-0.41535,-0.4153,2.13
-0.41273,-0.41266,2.14
-0.41007,-0.40998,2.15
-0.40736,-0.40726,2.16
-0.40462,-0.4045,2.17
-0.40184,-0.4017,2.18
-0.39901,-0.39886,2.19
-0.39615,-0.39599,2.2
-0.39325,-0.39307,2.21
-0.3903,-0.39011,2.22
-0.38732,-0.38711,2.23
-0.3843,-0.38408,2.24
-0.38124,-0.381,2.25
-0.37815,-0.37789,2.26
-0.37501,-0.37474,2.27
-0.37184,-0.37156,2.28
-0.36863,-0.36834,2.29
-0.36538,-0.36508,2.3
-0.3621,-0.36178,2.31
-0.35878,-0.35845,2.32
-0.35543,-0.35508,2.33
-0.35204,-0.35168,2.34
-0.34861,-0.34824,2.35
-0.34515,-0.34477,2.36
-0.34165,-0.34127,2.37
-0.33812,-0.33773,2.38
-0.33456,-0.33416,2.39
-0.33097,-0.33055,2.4
-0.32734,-0.32691,2.41
-0.32367,-0.32324,2.42
-0.31998,-0.31954,2.43
-0.31625,-0.3158,2.44
-0.31249,-0.31204,2.45
-0.3087,-0.30824,2.46
-0.30488,-0.30442,2.47
-0.30103,-0.30056,2.48
-0.29715,-0.29668,2.49
-0.29324,-0.29276,2.5
-0.2893,-0.28882,2.51
-0.28533,-0.28484,2.52
-0.28133,-0.28084,2.53
-0.27731,-0.27682,2.54
-0.27326,-0.27276,2.55
-0.26917,-0.26868,2.56
-0.26507,-0.26457,2.57
-0.26093,-0.26044,2.58
-0.25677,-0.25628,2.59
-0.25259,-0.25209,2.6
-0.24838,-0.24788,2.61
-0.24414,-0.24365,2.62
-0.23988,-0.23939,2.63
-0.23559,-0.23511,2.64
-0.23129,-0.2308,2.65
-0.22696,-0.22648,2.66
-0.2226,-0.22213,2.67
-0.21823,-0.21776,2.68
-0.21383,-0.21336,2.69
-0.20941,-0.20895,2.7
-0.20497,-0.20452,2.71
-0.20051,-0.20006,2.72
-0.19603,-0.19559,2.73
-0.19153,-0.1911,2.74
-0.18701,-0.18659,2.75
-0.18247,-0.18206,2.76
-0.17791,-0.17751,2.77
-0.17334,-0.17294,2.78
-0.16875,-0.16836,2.79
-0.16414,-0.16376,2.8
-0.15951,-0.15915,2.81
-0.15487,-0.15452,2.82
-0.15022,-0.14988,2.83
-0.14555,-0.14522,2.84
-0.14086,-0.14054,2.85
-0.13616,-0.13586,2.86
-0.13145,-0.13115,2.87
-0.12672,-0.12644,2.88
-0.12198,-0.12171,2.89
-0.11723,-0.11698,2.9
-0.11246,-0.11223,2.91
-0.10769,-0.10747,2.92
-0.1029,-0.1027,2.93
-0.098109,-0.097914,2.94
-0.093304,-0.093123,2.95
-0.088489,-0.088323,2.96
-0.083665,-0.083514,2.97
-0.078833,-0.078697,2.98
-0.073994,-0.073872,2.99
-0.069146,-0.06904,3
-0.064292,-0.064201,3.01
-0.059432,-0.059356,3.02
-0.054565,-0.054505,3.03
-0.049693,-0.049648,3.04
-0.044816,-0.044786,3.05
-0.039935,-0.03992,3.06
-0.035049,-0.03505,3.07
-0.03016,-0.030176,3.08
-0.025268,-0.0253,3.09
-0.020374,-0.02042,3.1
-0.015477,-0.015539,3.11
-0.010579,-0.010656,3.12
-0.0056801,-0.0057715,3.13
-0.00078037,-0.0008866,3.14
