true_u,pred_u,Points:0
-0,-0.00080296,0
-0.0016619,-0.0024819,0.01
-0.0033236,-0.0041592,0.02
-0.004985,-0.0058353,0.03
-0.0066459,-0.0075096,0.04
-0.0083061,-0.0091824,0.05
-0.0099655,-0.010853,0.06
-0.011624,-0.012522,0.07
-0.013281,-0.014189,0.08
-0.014937,-0.015853,0.09
-0.016591,-0.017514,0.1
-0.018244,-0.019174,0.11
-0.019895,-0.02083,0.12
-0.021544,-0.022483,0.13
-0.023191,-0.024133,0.14
-0.024835,-0.02578,0.15
-0.026477,-0.027423,0.16
-0.028117,-0.029063,0.17
-0.029753,-0.0307,0.18
-0.031387,-0.032332,0.19
-0.033017,-0.03396,0.2
-0.034644,-0.035584,0.21
-0.036268,-0.037204,0.22
-0.037888,-0.038819,0.23
-0.039504,-0.04043,0.24
-0.041116,-0.042036,0.25
-0.042725,-0.043637,0.26
-0.044328,-0.045233,0.27
-0.045928,-0.046824,0.28
-0.047523,-0.04841,0.29
-0.049113,-0.04999,0.3
-0.050698,-0.051564,0.31
-0.052278,-0.053133,0.32
-0.053853,-0.054696,0.33
-0.055423,-0.056253,0.34
-0.056987,-0.057804,0.35
-0.058545,-0.059349,0.36
-0.060097,-0.060887,0.37
-0.061644,-0.062419,0.38
-0.063184,-0.063944,0.39
-0.064718,-0.065462,0.4
-0.066245,-0.066973,0.41
-0.067766,-0.068478,0.42
-0.06928,-0.069975,0.43
-0.070787,-0.071465,0.44
-0.072287,-0.072947,0.45
-0.07378,-0.074422,0.46
-0.075266,-0.075889,0.47
-0.076744,-0.077348,0.48
-0.078214,-0.0788,0.49
-0.079676,-0.080244,0.5
-0.081131,-0.081679,0.51
-0.082577,-0.083106,0.52
-0.084015,-0.084525,0.53
-0.085445,-0.085935,0.54
-0.086866,-0.087336,0.55
-0.088279,-0.088729,0.56
-0.089682,-0.090113,0.57
-0.091077,-0.091488,0.58
-0.092462,-0.092854,0.59
-0.093839,-0.09421,0.6
-0.095206,-0.095558,0.61
-0.096563,-0.096895,0.62
-0.097911,-0.098224,0.63
-0.099249,-0.099542,0.64
-0.10058,-0.10085,0.65
-0.10189,-0.10215,0.66
-0.1032,-0.10344,0.67
-0.1045,-0.10472,0.68
-0.10579,-0.10599,0.69
-0.10706,-0.10724,0.7
-0.10833,-0.10849,0.71
-0.10958,-0.10973,0.72
-0.11083,-0.11095,0.73
-0.11206,-0.11217,0.74
-0.11328,-0.11337,0.75
-0.11449,-0.11457,0.76
-0.11569,-0.11575,0.77
-0.11688,-0.11692,0.78
-0.11805,-0.11808,0.79
-0.11922,-0.11923,0.8
-0.12037,-0.12037,0.81
-0.12151,-0.12149,0.82
-0.12264,-0.12261,0.83
-0.12375,-0.12371,0.84
-0.12486,-0.1248,0.85
-0.12595,-0.12587,0.86
-0.12702,-0.12694,0.87
-0.12809,-0.12799,0.88
-0.12914,-0.12903,0.89
-0.13018,-0.13006,0.9
-0.13121,-0.13108,0.91
-0.13222,-0.13208,0.92
-0.13322,-0.13307,0.93
-0.13421,-0.13404,0.94
-0.13518,-0.13501,0.95
-0.13614,-0.13596,0.96
-0.13709,-0.1369,0.97
-0.13802,-0.13782,0.98
-0.13894,-0.13873,0.99
-0.13985,-0.13963,1
-0.14074,-0.14051,1.01
-0.14161,-0.14138,1.02
-0.14248,-0.14224,1.03
-0.14332,-0.14308,1.04
-0.14416,-0.14391,1.05
-0.14498,-0.14473,1.06
-0.14578,-0.14553,1.07
-0.14657,-0.14631,1.08
-0.14735,-0.14709,1.09
-0.14811,-0.14784,1.1
-0.14886,-0.14859,1.11
-0.14959,-0.14932,1.12
-0.15031,-0.15003,1.13
-0.15101,-0.15073,1.14
-0.15169,-0.15141,1.15
-0.15236,-0.15208,1.16
-0.15302,-0.15274,1.17
-0.15366,-0.15338,1.18
-0.15429,-0.154,1.19
-0.1549,-0.15461,1.2
-0.15549,-0.15521,1.21
-0.15607,-0.15579,1.22
-0.15663,-0.15635,1.23
-0.15718,-0.1569,1.24
-0.15771,-0.15743,1.25
-0.15823,-0.15795,1.26
-0.15873,-0.15845,1.27
-0.15921,-0.15894,1.28
-0.15968,-0.15941,1.29
-0.16013,-0.15986,1.3
-0.16057,-0.1603,1.31
-0.16099,-0.16072,1.32
-0.1614,-0.16113,1.33
-0.16178,-0.16152,1.34
-0.16216,-0.1619,1.35
-0.16251,-0.16226,1.36
-0.16285,-0.1626,1.37
-0.16318,-0.16292,1.38
-0.16348,-0.16323,1.39
-0.16377,-0.16353,1.4
-0.16405,-0.16381,1.41
-0.16431,-0.16407,1.42
