true_u,pred_u,Points:0
-0,-0.00088144,0
-0.0042843,-0.0051555,0.01
-0.0085682,-0.009428,0.02
-0.012851,-0.013699,0.03
-0.017133,-0.017968,0.04
-0.021413,-0.022234,0.05
-0.025691,-0.026497,0.06
-0.029966,-0.030757,0.07
-0.034238,-0.035013,0.08
-0.038507,-0.039265,0.09
-0.042772,-0.043513,0.1
-0.047033,-0.047755,0.11
-0.051289,-0.051992,0.12
-0.05554,-0.056224,0.13
-0.059785,-0.06045,0.14
-0.064025,-0.064668,0.15
-0.068258,-0.06888,0.16
-0.072484,-0.073086,0.17
-0.076703,-0.077283,0.18
-0.080914,-0.081472,0.19
-0.085117,-0.085653,0.2
-0.089312,-0.089824,0.21
-0.093498,-0.093987,0.22
-0.097674,-0.09814,0.23
-0.10184,-0.10228,0.24
-0.106,-0.10642,0.25
-0.11014,-0.11054,0.26
-0.11428,-0.11465,0.27
-0.1184,-0.11875,0.28
-0.12251,-0.12283,0.29
-0.12661,-0.12691,0.3
-0.1307,-0.13097,0.31
-0.13477,-0.13502,0.32
-0.13883,-0.13906,0.33
-0.14288,-0.14308,0.34
-0.14691,-0.14709,0.35
-0.15093,-0.15108,0.36
-0.15493,-0.15506,0.37
-0.15892,-0.15902,0.38
-0.16289,-0.16297,0.39
-0.16684,-0.1669,0.4
-0.17078,-0.17081,0.41
-0.1747,-0.17471,0.42
-0.1786,-0.17859,0.43
-0.18249,-0.18245,0.44
-0.18636,-0.1863,0.45
-0.1902,-0.19013,0.46
-0.19403,-0.19393,0.47
-0.19784,-0.19772,0.48
-0.20163,-0.20149,0.49
-0.2054,-0.20524,0.5
-0.20915,-0.20897,0.51
-0.21288,-0.21268,0.52
-0.21659,-0.21637,0.53
-0.22027,-0.22004,0.54
-0.22394,-0.22369,0.55
-0.22758,-0.22731,0.56
-0.2312,-0.23091,0.57
-0.23479,-0.23449,0.58
-0.23837,-0.23805,0.59
-0.24191,-0.24158,0.6
-0.24544,-0.24509,0.61
-0.24894,-0.24858,0.62
-0.25241,-0.25204,0.63
-0.25586,-0.25548,0.64
-0.25928,-0.25889,0.65
-0.26268,-0.26228,0.66
-0.26605,-0.26564,0.67
-0.2694,-0.26897,0.68
-0.27272,-0.27228,0.69
-0.27601,-0.27557,0.7
-0.27927,-0.27882,0.71
-0.2825,-0.28205,0.72
-0.28571,-0.28525,0.73
-0.28889,-0.28842,0.74
-0.29204,-0.29157,0.75
-0.29516,-0.29469,0.76
-0.29825,-0.29777,0.77
-0.30131,-0.30083,0.78
-0.30434,-0.30386,0.79
-0.30734,-0.30686,0.8
-0.31031,-0.30983,0.81
-0.31325,-0.31277,0.82
-0.31616,-0.31568,0.83
-0.31903,-0.31855,0.84
-0.32188,-0.3214,0.85
-0.32469,-0.32422,0.86
-0.32747,-0.327,0.87
-0.33021,-0.32975,0.88
-0.33293,-0.33247,0.89
-0.33561,-0.33515,0.9
-0.33825,-0.3378,0.91
-0.34086,-0.34042,0.92
-0.34344,-0.34301,0.93
-0.34599,-0.34556,0.94
-0.3485,-0.34808,0.95
-0.35097,-0.35056,0.96
-0.35341,-0.35301,0.97
-0.35582,-0.35542,0.98
-0.35818,-0.3578,0.99
-0.36052,-0.36015,1
-0.36281,-0.36245,1.01
-0.36507,-0.36472,1.02
-0.3673,-0.36696,1.03
-0.36949,-0.36916,1.04
-0.37164,-0.37132,1.05
-0.37375,-0.37345,1.06
-0.37582,-0.37554,1.07
-0.37786,-0.37759,1.08
-0.37986,-0.3796,1.09
