true_u,pred_u,Points:0
0,0.00033988,0
0.0037202,0.0040525,0.01
0.00744,0.0077643,0.02
0.011159,0.011475,0.03
0.014877,0.015184,0.04
0.018594,0.018892,0.05
0.022308,0.022598,0.06
0.026021,0.026301,0.07
0.02973,0.030001,0.08
0.033437,0.033698,0.09
0.037141,0.037392,0.1
0.04084,0.041082,0.11
0.044536,0.044767,0.12
0.048227,0.048448,0.13
0.051914,0.052125,0.14
0.055595,0.055795,0.15
0.05927,0.059461,0.16
0.06294,0.06312,0.17
0.066604,0.066773,0.18
0.07026,0.070419,0.19
0.07391,0.074058,0.2
0.077552,0.077689,0.21
0.081187,0.081313,0.22
0.084813,0.084928,0.23
0.088431,0.088536,0.24
0.092041,0.092134,0.25
0.095641,0.095723,0.26
0.099231,0.099302,0.27
0.10281,0.10287,0.28
0.10638,0.10643,0.29
0.10994,0.10998,0.3
0.11349,0.11352,0.31
0.11703,0.11704,0.32
0.12055,0.12056,0.33
0.12407,0.12406,0.34
0.12757,0.12755,0.35
0.13106,0.13103,0.36
0.13453,0.13449,0.37
0.13799,0.13794,0.38
0.14144,0.14138,0.39
0.14487,0.14481,0.4
0.14829,0.14821,0.41
0.1517,0.15161,0.42
0.15509,0.15499,0.43
0.15846,0.15835,0.44
0.16182,0.1617,0.45
0.16516,0.16503,0.46
0.16849,0.16835,0.47
0.17179,0.17165,0.48
0.17508,0.17493,0.49
0.17836,0.1782,0.5
0.18161,0.18144,0.51
0.18485,0.18467,0.52
0.18807,0.18788,0.53
0.19127,0.19108,0.54
0.19445,0.19425,0.55
0.19761,0.19741,0.56
0.20076,0.20054,0.57
0.20388,0.20366,0.58
0.20698,0.20675,0.59
0.21006,0.20983,0.6
0.21312,0.21288,0.61
0.21616,0.21591,0.62
0.21918,0.21892,0.63
0.22217,0.22191,0.64
0.22514,0.22488,0.65
0.2281,0.22783,0.66
0.23102,0.23075,0.67
0.23393,0.23365,0.68
0.23681,0.23653,0.69
0.23967,0.23938,0.7
0.2425,0.24221,0.71
0.24531,0.24501,0.72
0.24809,0.2478,0.73
0.25085,0.25055,0.74
0.25359,0.25329,0.75
0.2563,0.25599,0.76
0.25898,0.25867,0.77
0.26164,0.26133,0.78
0.26427,0.26396,0.79
0.26687,0.26656,0.8
0.26945,0.26914,0.81
0.27201,0.27169,0.82
0.27453,0.27422,0.83
0.27703,0.27671,0.84
0.2795,0.27918,0.85
0.28194,0.28162,0.86
0.28435,0.28404,0.87
0.28673,0.28642,0.88
0.28909,0.28878,0.89
0.29142,0.29111,0.9
0.29372,0.29341,0.91
0.29598,0.29568,0.92
0.29822,0.29792,0.93
0.30043,0.30013,0.94
0.30261,0.30231,0.95
0.30476,0.30446,0.96
0.30688,0.30659,0.97
0.30897,0.30868,0.98
0.31102,0.31074,0.99
0.31305,0.31277,1
0.31504,0.31476,1.01
0.31701,0.31673,1.02
0.31894,0.31867,1.03
0.32084,0.32057,1.04
0.3227,0.32244,1.05
0.32454,0.32428,1.06
0.32634,0.32609,1.07
0.32811,0.32786,1.08
0.32985,0.32961,1.09
0.33155,0.33132,1.1
0.33322,0.33299,1.11
0.33486,0.33464,1.12
0.33646,0.33625,1.13
0.33803,0.33782,1.14
0.33957,0.33936,1.15
0.34107,0.34087,1.16
