true_u,pred_u,Points:0
-0,-0.00022262,0
-0.013481,-0.013724,0.01
-0.02696,-0.027224,0.02
-0.040437,-0.040722,0.03
-0.053909,-0.054215,0.04
-0.067377,-0.067702,0.05
-0.080837,-0.081182,0.06
-0.09429,-0.094654,0.07
-0.10773,-0.10812,0.08
-0.12116,-0.12157,0.09
-0.13458,-0.135,0.1
-0.14799,-0.14843,0.11
-0.16138,-0.16184,0.12
-0.17476,-0.17523,0.13
-0.18812,-0.1886,0.14
-0.20146,-0.20196,0.15
-0.21478,-0.21529,0.16
-0.22807,-0.22861,0.17
-0.24135,-0.2419,0.18
-0.2546,-0.25516,0.19
-0.26783,-0.2684,0.2
-0.28102,-0.28161,0.21
-0.29419,-0.29479,0.22
-0.30734,-0.30795,0.23
-0.32045,-0.32107,0.24
-0.33352,-0.33416,0.25
-0.34657,-0.34721,0.26
-0.35958,-0.36023,0.27
-0.37255,-0.37322,0.28
-0.38549,-0.38616,0.29
-0.39839,-0.39907,0.3
-0.41125,-0.41194,0.31
-0.42407,-0.42476,0.32
-0.43684,-0.43754,0.33
-0.44957,-0.45028,0.34
-0.46226,-0.46297,0.35
-0.4749,-0.47562,0.36
-0.48749,-0.48821,0.37
-0.50004,-0.50076,0.38
-0.51253,-0.51326,0.39
-0.52497,-0.5257,0.4
-0.53736,-0.5381,0.41
-0.5497,-0.55043,0.42
-0.56198,-0.56272,0.43
-0.57421,-0.57494,0.44
-0.58637,-0.58711,0.45
-0.59848,-0.59922,0.46
-0.61053,-0.61126,0.47
-0.62252,-0.62325,0.48
-0.63445,-0.63517,0.49
-0.64631,-0.64703,0.5
-0.65811,-0.65883,0.51
-0.66984,-0.67055,0.52
-0.68151,-0.68221,0.53
-0.6931,-0.6938,0.54
-0.70463,-0.70533,0.55
-0.71609,-0.71678,0.56
-0.72748,-0.72815,0.57
-0.73879,-0.73946,0.58
-0.75003,-0.75069,0.59
-0.76119,-0.76184,0.6
-0.77228,-0.77292,0.61
-0.78329,-0.78392,0.62
-0.79422,-0.79484,0.63
-0.80508,-0.80569,0.64
-0.81585,-0.81645,0.65
-0.82654,-0.82713,0.66
-0.83715,-0.83772,0.67
-0.84767,-0.84823,0.68
-0.85811,-0.85866,0.69
-0.86847,-0.869,0.7
-0.87873,-0.87925,0.71
-0.88891,-0.88942,0.72
-0.899,-0.89949,0.73
-0.909,-0.90948,0.74
-0.91891,-0.91937,0.75
-0.92873,-0.92918,0.76
-0.93846,-0.93889,0.77
-0.94809,-0.9485,0.78
-0.95762,-0.95802,0.79
-0.96706,-0.96744,0.8
-0.97641,-0.97677,0.81
-0.98565,-0.986,0.82
-0.9948,-0.99513,0.83
-1.0038,-1.0042,0.84
