Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00231001,0.12,0
0.01,0,0,0.01,0.00891404,0.12,0.011125
0.02,0,0,0.02,0.0201389,0.12,0.0222489
0.03,0,0,0.03,0.0313632,0.12,0.0333706
0.04,0,0,0.04,0.0425854,0.12,0.044489
0.05,0,0,0.05,0.0538042,0.12,0.0556029
0.06,0,0,0.06,0.065018,0.12,0.0667112
0.07,0,0,0.07,0.0762257,0.12,0.0778129
0.08,0,0,0.08,0.0874257,0.12,0.0889068
0.09,0,0,0.09,0.0986168,0.12,0.0999918
0.1,0,0,0.1,0.109798,0.12,0.111067
0.11,0,0,0.11,0.120967,0.12,0.122131
0.12,0,0,0.12,0.132123,0.12,0.133182
0.13,0,0,0.13,0.143265,0.12,0.144221
0.14,0,0,0.14,0.154391,0.12,0.155245
0.15,0,0,0.15,0.1655,0.12,0.166253
0.16,0,0,0.16,0.176592,0.12,0.177245
0.17,0,0,0.17,0.187663,0.12,0.188219
0.18,0,0,0.18,0.198715,0.12,0.199174
0.19,0,0,0.19,0.209744,0.12,0.210109
0.2,0,0,0.2,0.22075,0.12,0.221024
0.21,0,0,0.21,0.231732,0.12,0.231916
0.22,0,0,0.22,0.242688,0.12,0.242785
0.23,0,0,0.23,0.253618,0.12,0.25363
0.24,0,0,0.24,0.26452,0.12,0.264449
0.25,0,0,0.25,0.275392,0.12,0.275242
0.26,0,0,0.26,0.286235,0.12,0.286007
0.27,0,0,0.27,0.297046,0.12,0.296744
0.28,0,0,0.28,0.307824,0.12,0.307451
0.29,0,0,0.29,0.318569,0.12,0.318128
0.3,0,0,0.3,0.329279,0.12,0.328772
0.31,0,0,0.31,0.339953,0.12,0.339384
0.32,0,0,0.32,0.35059,0.12,0.349962
0.33,0,0,0.33,0.36119,0.12,0.360505
0.34,0,0,0.34,0.371749,0.12,0.371011
0.35,0,0,0.35,0.382269,0.12,0.381481
0.36,0,0,0.36,0.392747,0.12,0.391912
0.37,0,0,0.37,0.403183,0.12,0.402305
0.38,0,0,0.38,0.413576,0.12,0.412657
0.39,0,0,0.39,0.423924,0.12,0.422968
0.4,0,0,0.4,0.434227,0.12,0.433236
0.41,0,0,0.41,0.444483,0.12,0.443461
0.42,0,0,0.42,0.454692,0.12,0.453642
0.43,0,0,0.43,0.464852,0.12,0.463777
0.44,0,0,0.44,0.474963,0.12,0.473867
0.45,0,0,0.45,0.485024,0.12,0.483908
0.46,0,0,0.46,0.495033,0.12,0.493902
0.47,0,0,0.47,0.504989,0.12,0.503845
0.48,0,0,0.48,0.514893,0.12,0.513739
0.49,0,0,0.49,0.524742,0.12,0.523581
0.5,0,0,0.5,0.534536,0.12,0.533371
0.51,0,0,0.51,0.544274,0.12,0.543107
0.52,0,0,0.52,0.553954,0.12,0.55279
0.53,0,0,0.53,0.563577,0.12,0.562416
0.54,0,0,0.54,0.573141,0.12,0.571987
0.55,0,0,0.55,0.582646,0.12,0.5815
0.56,0,0,0.56,0.592089,0.12,0.590956
0.57,0,0,0.57,0.601472,0.12,0.600352
0.58,0,0,0.58,0.610792,0.12,0.609688
0.59,0,0,0.59,0.620048,0.12,0.618963
0.6,0,0,0.6,0.629241,0.12,0.628177
0.61,0,0,0.61,0.638369,0.12,0.637327
0.62,0,0,0.62,0.647431,0.12,0.646414
0.63,0,0,0.63,0.656427,0.12,0.655436
0.64,0,0,0.64,0.665355,0.12,0.664392
0.65,0,0,0.65,0.674215,0.12,0.673283
0.66,0,0,0.66,0.683006,0.12,0.682105
0.67,0,0,0.67,0.691727,0.12,0.69086
0.68,0,0,0.68,0.700378,0.12,0.699545
0.69,0,0,0.69,0.708957,0.12,0.708161
0.7,0,0,0.7,0.717464,0.12,0.716706
0.71,0,0,0.71,0.725899,0.12,0.725179
0.72,0,0,0.72,0.73426,0.12,0.733579
0.73,0,0,0.73,0.742546,0.12,0.741906
0.74,0,0,0.74,0.750757,0.12,0.750159
0.75,0,0,0.75,0.758893,0.12,0.758337
0.76,0,0,0.76,0.766952,0.12,0.766439
0.77,0,0,0.77,0.774933,0.12,0.774465
0.78,0,0,0.78,0.782837,0.12,0.782413
0.79,0,0,0.79,0.790662,0.12,0.790283
0.8,0,0,0.8,0.798407,0.12,0.798074
0.81,0,0,0.81,0.806073,0.12,0.805785
0.82,0,0,0.82,0.813657,0.12,0.813415
0.83,0,0,0.83,0.82116,0.12,0.820964
0.84,0,0,0.84,0.828581,0.12,0.828431
0.85,0,0,0.85,0.83592,0.12,0.835815
0.86,0,0,0.86,0.843174,0.12,0.843116
0.87,0,0,0.87,0.850345,0.12,0.850332
0.88,0,0,0.88,0.857431,0.12,0.857463
0.89,0,0,0.89,0.864432,0.12,0.864509
0.9,0,0,0.9,0.871346,0.12,0.871468
0.91,0,0,0.91,0.878174,0.12,0.878339
0.92,0,0,0.92,0.884915,0.12,0.885123
0.93,0,0,0.93,0.891568,0.12,0.891819
0.94,0,0,0.94,0.898132,0.12,0.898425
0.95,0,0,0.95,0.904607,0.12,0.904942
0.96,0,0,0.96,0.910993,0.12,0.911368
0.97,0,0,0.97,0.917288,0.12,0.917703
0.98,0,0,0.98,0.923493,0.12,0.923946
0.99,0,0,0.99,0.929606,0.12,0.930096
1,0,0,1,0.935627,0.12,0.936154
1.01,0,0,1.01,0.941556,0.12,0.942118
1.02,0,0,1.02,0.947392,0.12,0.947988
1.03,0,0,1.03,0.953133,0.12,0.953763
1.04,0,0,1.04,0.958781,0.12,0.959443
1.05,0,0,1.05,0.964334,0.12,0.965026
1.06,0,0,1.06,0.969793,0.12,0.970514
1.07,0,0,1.07,0.975155,0.12,0.975904
1.08,0,0,1.08,0.980421,0.12,0.981196
1.09,0,0,1.09,0.98559,0.12,0.986391
1.1,0,0,1.1,0.990662,0.12,0.991487
1.11,0,0,1.11,0.995636,0.12,0.996483
1.12,0,0,1.12,1.00051,0.12,1.00138
1.13,0,0,1.13,1.00529,0.12,1.00618
1.14,0,0,1.14,1.00997,0.12,1.01087
1.15,0,0,1.15,1.01455,0.12,1.01547
1.16,0,0,1.16,1.01902,0.12,1.01996
1.17,0,0,1.17,1.0234,0.12,1.02435
1.18,0,0,1.18,1.02768,0.12,1.02864
1.19,0,0,1.19,1.03185,0.12,1.03283
1.2,0,0,1.2,1.03593,0.12,1.03691
1.21,0,0,1.21,1.0399,0.12,1.04089
1.22,0,0,1.22,1.04377,0.12,1.04477
1.23,0,0,1.23,1.04753,0.12,1.04854
1.24,0,0,1.24,1.0512,0.12,1.0522
1.25,0,0,1.25,1.05475,0.12,1.05577
1.26,0,0,1.26,1.05821,0.12,1.05922
1.27,0,0,1.27,1.06156,0.12,1.06257
1.28,0,0,1.28,1.0648,0.12,1.06581
1.29,0,0,1.29,1.06794,0.12,1.06895
1.3,0,0,1.3,1.07097,0.12,1.07198
1.31,0,0,1.31,1.0739,0.12,1.0749
1.32,0,0,1.32,1.07672,0.12,1.07772
1.33,0,0,1.33,1.07944,0.12,1.08042
1.34,0,0,1.34,1.08205,0.12,1.08302
1.35,0,0,1.35,1.08455,0.12,1.08551
1.36,0,0,1.36,1.08694,0.12,1.08789
1.37,0,0,1.37,1.08922,0.12,1.09017
1.38,0,0,1.38,1.0914,0.12,1.09233
1.39,0,0,1.39,1.09347,0.12,1.09439
1.4,0,0,1.4,1.09543,0.12,1.09633
1.41,0,0,1.41,1.09728,0.12,1.09817
1.42,0,0,1.42,1.09903,0.12,1.0999
1.43,0,0,1.43,1.10066,0.12,1.10151
1.44,0,0,1.44,1.10218,0.12,1.10302
1.45,0,0,1.45,1.1036,0.12,1.10441
1.46,0,0,1.46,1.1049,0.12,1.1057
1.47,0,0,1.47,1.1061,0.12,1.10687
1.48,0,0,1.48,1.10718,0.12,1.10794
1.49,0,0,1.49,1.10816,0.12,1.10889
1.5,0,0,1.5,1.10902,0.12,1.10973
1.51,0,0,1.51,1.10978,0.12,1.11047
1.52,0,0,1.52,1.11042,0.12,1.11109
1.53,0,0,1.53,1.11095,0.12,1.1116
1.54,0,0,1.54,1.11137,0.12,1.11199
1.55,0,0,1.55,1.11168,0.12,1.11228
1.56,0,0,1.56,1.11188,0.12,1.11246
1.57,0,0,1.57,1.11197,0.12,1.11252
1.58,0,0,1.58,1.11195,0.12,1.11247
1.59,0,0,1.59,1.11182,0.12,1.11232
1.6,0,0,1.6,1.11157,0.12,1.11205
1.61,0,0,1.61,1.11121,0.12,1.11167
1.62,0,0,1.62,1.11075,0.12,1.11117
1.63,0,0,1.63,1.11017,0.12,1.11057
1.64,0,0,1.64,1.10948,0.12,1.10986
1.65,0,0,1.65,1.10868,0.12,1.10903
1.66,0,0,1.66,1.10777,0.12,1.1081
1.67,0,0,1.67,1.10675,0.12,1.10705
1.68,0,0,1.68,1.10562,0.12,1.10589
1.69,0,0,1.69,1.10437,0.12,1.10463
1.7,0,0,1.7,1.10302,0.12,1.10325
1.71,0,0,1.71,1.10156,0.12,1.10176
1.72,0,0,1.72,1.09998,0.12,1.10016
1.73,0,0,1.73,1.0983,0.12,1.09845
1.74,0,0,1.74,1.0965,0.12,1.09663
1.75,0,0,1.75,1.0946,0.12,1.0947
1.76,0,0,1.76,1.09258,0.12,1.09267
1.77,0,0,1.77,1.09046,0.12,1.09052
1.78,0,0,1.78,1.08822,0.12,1.08826
1.79,0,0,1.79,1.08588,0.12,1.0859
1.8,0,0,1.8,1.08343,0.12,1.08343
1.81,0,0,1.81,1.08087,0.12,1.08084
1.82,0,0,1.82,1.0782,0.12,1.07815
1.83,0,0,1.83,1.07542,0.12,1.07536
1.84,0,0,1.84,1.07254,0.12,1.07245
1.85,0,0,1.85,1.06955,0.12,1.06944
1.86,0,0,1.86,1.06645,0.12,1.06632
1.87,0,0,1.87,1.06324,0.12,1.06309
1.88,0,0,1.88,1.05993,0.12,1.05976
1.89,0,0,1.89,1.05651,0.12,1.05632
1.9,0,0,1.9,1.05298,0.12,1.05278
1.91,0,0,1.91,1.04935,0.12,1.04913
1.92,0,0,1.92,1.04561,0.12,1.04538
1.93,0,0,1.93,1.04177,0.12,1.04152
1.94,0,0,1.94,1.03782,0.12,1.03755
1.95,0,0,1.95,1.03377,0.12,1.03349
1.96,0,0,1.96,1.02961,0.12,1.02932
1.97,0,0,1.97,1.02536,0.12,1.02504
1.98,0,0,1.98,1.021,0.12,1.02067
1.99,0,0,1.99,1.01653,0.12,1.01619
2,0,0,2,1.01197,0.12,1.01161
2.01,0,0,2.01,1.0073,0.12,1.00693
2.02,0,0,2.02,1.00253,0.12,1.00215
2.03,0,0,2.03,0.99766,0.12,0.99727
2.04,0,0,2.04,0.992691,0.12,0.992289
2.05,0,0,2.05,0.987621,0.12,0.987209
2.06,0,0,2.06,0.982453,0.12,0.98203
2.07,0,0,2.07,0.977186,0.12,0.976753
2.08,0,0,2.08,0.971821,0.12,0.971379
2.09,0,0,2.09,0.966358,0.12,0.965907
2.1,0,0,2.1,0.960798,0.12,0.960338
2.11,0,0,2.11,0.955141,0.12,0.954674
2.12,0,0,2.12,0.949389,0.12,0.948914
2.13,0,0,2.13,0.943541,0.12,0.943059
2.14,0,0,2.14,0.937599,0.12,0.93711
2.15,0,0,2.15,0.931562,0.12,0.931067
2.16,0,0,2.16,0.925432,0.12,0.924931
2.17,0,0,2.17,0.919208,0.12,0.918703
2.18,0,0,2.18,0.912893,0.12,0.912383
2.19,0,0,2.19,0.906486,0.12,0.905971
2.2,0,0,2.2,0.899987,0.12,0.899469
2.21,0,0,2.21,0.893398,0.12,0.892877
2.22,0,0,2.22,0.88672,0.12,0.886196
2.23,0,0,2.23,0.879952,0.12,0.879426
2.24,0,0,2.24,0.873096,0.12,0.872568
2.25,0,0,2.25,0.866152,0.12,0.865623
2.26,0,0,2.26,0.859121,0.12,0.858591
2.27,0,0,2.27,0.852004,0.12,0.851473
2.28,0,0,2.28,0.844801,0.12,0.844271
2.29,0,0,2.29,0.837513,0.12,0.836983
