Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00366485,2.54,-0
0.01,0,0,0.01,-0.00628874,2.54,-0.00258475
0.02,0,0,0.02,-0.00891038,2.54,-0.00516924
0.03,0,0,0.03,-0.011529,2.54,-0.00775321
0.04,0,0,0.04,-0.0141451,2.54,-0.0103364
0.05,0,0,0.05,-0.016758,2.54,-0.0129186
0.06,0,0,0.06,-0.0193674,2.54,-0.0154994
0.07,0,0,0.07,-0.0219728,2.54,-0.0180788
0.08,0,0,0.08,-0.0245742,2.54,-0.0206563
0.09,0,0,0.09,-0.0271714,2.54,-0.0232317
0.1,0,0,0.1,-0.0297639,2.54,-0.0258048
0.11,0,0,0.11,-0.0323515,2.54,-0.0283754
0.12,0,0,0.12,-0.0349338,2.54,-0.0309431
0.13,0,0,0.13,-0.0375107,2.54,-0.0335077
0.14,0,0,0.14,-0.0400814,2.54,-0.036069
0.15,0,0,0.15,-0.0426464,2.54,-0.0386266
0.16,0,0,0.16,-0.045205,2.54,-0.0411804
0.17,0,0,0.17,-0.0477563,2.54,-0.0437301
0.18,0,0,0.18,-0.0503009,2.54,-0.0462754
0.19,0,0,0.19,-0.0528381,2.54,-0.0488161
0.2,0,0,0.2,-0.0553679,2.54,-0.0513519
0.21,0,0,0.21,-0.05789,2.54,-0.0538825
0.22,0,0,0.22,-0.0604038,2.54,-0.0564078
0.23,0,0,0.23,-0.0629094,2.54,-0.0589274
0.24,0,0,0.24,-0.0654061,2.54,-0.0614411
0.25,0,0,0.25,-0.0678943,2.54,-0.0639487
0.26,0,0,0.26,-0.070373,2.54,-0.0664499
0.27,0,0,0.27,-0.0728426,2.54,-0.0689445
0.28,0,0,0.28,-0.0753028,2.54,-0.0714322
0.29,0,0,0.29,-0.0777529,2.54,-0.0739127
0.3,0,0,0.3,-0.0801928,2.54,-0.0763858
0.31,0,0,0.31,-0.0826227,2.54,-0.0788513
0.32,0,0,0.32,-0.0850422,2.54,-0.0813089
0.33,0,0,0.33,-0.0874514,2.54,-0.0837583
0.34,0,0,0.34,-0.0898488,2.54,-0.0861994
0.35,0,0,0.35,-0.0922359,2.54,-0.0886319
0.36,0,0,0.36,-0.094612,2.54,-0.0910555
0.37,0,0,0.37,-0.0969764,2.54,-0.09347
0.38,0,0,0.38,-0.0993291,2.54,-0.0958752
0.39,0,0,0.39,-0.10167,2.54,-0.0982707
0.4,0,0,0.4,-0.103999,2.54,-0.100656
0.41,0,0,0.41,-0.106317,2.54,-0.103032
0.42,0,0,0.42,-0.108622,2.54,-0.105398
0.43,0,0,0.43,-0.110914,2.54,-0.107752
0.44,0,0,0.44,-0.113194,2.54,-0.110096
0.45,0,0,0.45,-0.115461,2.54,-0.112429
0.46,0,0,0.46,-0.117716,2.54,-0.114751
0.47,0,0,0.47,-0.119958,2.54,-0.117062
0.48,0,0,0.48,-0.122186,2.54,-0.11936
0.49,0,0,0.49,-0.124401,2.54,-0.121647
0.5,0,0,0.5,-0.126603,2.54,-0.123921
0.51,0,0,0.51,-0.128792,2.54,-0.126184
0.52,0,0,0.52,-0.130966,2.54,-0.128433
0.53,0,0,0.53,-0.133127,2.54,-0.13067
0.54,0,0,0.54,-0.135273,2.54,-0.132893
0.55,0,0,0.55,-0.137406,2.54,-0.135104
0.56,0,0,0.56,-0.139524,2.54,-0.137301
0.57,0,0,0.57,-0.141628,2.54,-0.139484
0.58,0,0,0.58,-0.143718,2.54,-0.141653
0.59,0,0,0.59,-0.145793,2.54,-0.143808
0.6,0,0,0.6,-0.147853,2.54,-0.145948
0.61,0,0,0.61,-0.149899,2.54,-0.148074
0.62,0,0,0.62,-0.151929,2.54,-0.150185
0.63,0,0,0.63,-0.153944,2.54,-0.152282
0.64,0,0,0.64,-0.155944,2.54,-0.154363
0.65,0,0,0.65,-0.157928,2.54,-0.156428
0.66,0,0,0.66,-0.159898,2.54,-0.158478
0.67,0,0,0.67,-0.16185,2.54,-0.160512
0.68,0,0,0.68,-0.163788,2.54,-0.16253
0.69,0,0,0.69,-0.16571,2.54,-0.164532
0.7,0,0,0.7,-0.167615,2.54,-0.166517
0.71,0,0,0.71,-0.169504,2.54,-0.168485
0.72,0,0,0.72,-0.171377,2.54,-0.170437
0.73,0,0,0.73,-0.173234,2.54,-0.172372
0.74,0,0,0.74,-0.175073,2.54,-0.174289
0.75,0,0,0.75,-0.176896,2.54,-0.176189
0.76,0,0,0.76,-0.178703,2.54,-0.178072
0.77,0,0,0.77,-0.180492,2.54,-0.179936
0.78,0,0,0.78,-0.182264,2.54,-0.181783
0.79,0,0,0.79,-0.18402,2.54,-0.183611
0.8,0,0,0.8,-0.185757,2.54,-0.185422
0.81,0,0,0.81,-0.187478,2.54,-0.187213
0.82,0,0,0.82,-0.18918,2.54,-0.188986
0.83,0,0,0.83,-0.190865,2.54,-0.19074
0.84,0,0,0.84,-0.192533,2.54,-0.192475
0.85,0,0,0.85,-0.194182,2.54,-0.19419
0.86,0,0,0.86,-0.195815,2.54,-0.195886
0.87,0,0,0.87,-0.197428,2.54,-0.197563
0.88,0,0,0.88,-0.199022,2.54,-0.19922
0.89,0,0,0.89,-0.200599,2.54,-0.200857
0.9,0,0,0.9,-0.202158,2.54,-0.202474
0.91,0,0,0.91,-0.203698,2.54,-0.20407
0.92,0,0,0.92,-0.205219,2.54,-0.205646
0.93,0,0,0.93,-0.206722,2.54,-0.207202
0.94,0,0,0.94,-0.208206,2.54,-0.208737
0.95,0,0,0.95,-0.20967,2.54,-0.210251
0.96,0,0,0.96,-0.211116,2.54,-0.211744
0.97,0,0,0.97,-0.212542,2.54,-0.213216
0.98,0,0,0.98,-0.213949,2.54,-0.214666
0.99,0,0,0.99,-0.215338,2.54,-0.216095
1,0,0,1,-0.216707,2.54,-0.217503
1.01,0,0,1.01,-0.218056,2.54,-0.218888
1.02,0,0,1.02,-0.219385,2.54,-0.220252
1.03,0,0,1.03,-0.220695,2.54,-0.221594
1.04,0,0,1.04,-0.221984,2.54,-0.222913
1.05,0,0,1.05,-0.223254,2.54,-0.224211
1.06,0,0,1.06,-0.224505,2.54,-0.225486
1.07,0,0,1.07,-0.225735,2.54,-0.226738
1.08,0,0,1.08,-0.226944,2.54,-0.227968
1.09,0,0,1.09,-0.228134,2.54,-0.229174
1.1,0,0,1.1,-0.229303,2.54,-0.230358
1.11,0,0,1.11,-0.230452,2.54,-0.231519
1.12,0,0,1.12,-0.23158,2.54,-0.232657
1.13,0,0,1.13,-0.232688,2.54,-0.233772
1.14,0,0,1.14,-0.233775,2.54,-0.234863
1.15,0,0,1.15,-0.23484,2.54,-0.23593
1.16,0,0,1.16,-0.235886,2.54,-0.236974
1.17,0,0,1.17,-0.236911,2.54,-0.237995
1.18,0,0,1.18,-0.237914,2.54,-0.238991
1.19,0,0,1.19,-0.238896,2.54,-0.239964
1.2,0,0,1.2,-0.239856,2.54,-0.240913
1.21,0,0,1.21,-0.240796,2.54,-0.241837
1.22,0,0,1.22,-0.241714,2.54,-0.242738
1.23,0,0,1.23,-0.242611,2.54,-0.243614
1.24,0,0,1.24,-0.243486,2.54,-0.244465
1.25,0,0,1.25,-0.244339,2.54,-0.245293
1.26,0,0,1.26,-0.24517,2.54,-0.246095
1.27,0,0,1.27,-0.24598,2.54,-0.246874
1.28,0,0,1.28,-0.246767,2.54,-0.247627
1.29,0,0,1.29,-0.247532,2.54,-0.248356
1.3,0,0,1.3,-0.248274,2.54,-0.24906
1.31,0,0,1.31,-0.248995,2.54,-0.249739
1.32,0,0,1.32,-0.249693,2.54,-0.250393
1.33,0,0,1.33,-0.250368,2.54,-0.251022
1.34,0,0,1.34,-0.251021,2.54,-0.251625
1.35,0,0,1.35,-0.251651,2.54,-0.252204
1.36,0,0,1.36,-0.252258,2.54,-0.252758
1.37,0,0,1.37,-0.252841,2.54,-0.253286
1.38,0,0,1.38,-0.253402,2.54,-0.253789
1.39,0,0,1.39,-0.25394,2.54,-0.254266
1.4,0,0,1.4,-0.254454,2.54,-0.254718
1.41,0,0,1.41,-0.254945,2.54,-0.255145
1.42,0,0,1.42,-0.255411,2.54,-0.255546
1.43,0,0,1.43,-0.255856,2.54,-0.255921
1.44,0,0,1.44,-0.256275,2.54,-0.256271
1.45,0,0,1.45,-0.256671,2.54,-0.256596
1.46,0,0,1.46,-0.257042,2.54,-0.256894
1.47,0,0,1.47,-0.25739,2.54,-0.257167
1.48,0,0,1.48,-0.257712,2.54,-0.257414
1.49,0,0,1.49,-0.258013,2.54,-0.257636
1.5,0,0,1.5,-0.258287,2.54,-0.257832
