Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00139077,5.72,0
0.01,0,0,0.01,0.00169096,5.72,0.00311671
0.02,0,0,0.02,0.00477248,5.72,0.00623312
0.03,0,0,0.03,0.00785214,5.72,0.00934889
0.04,0,0,0.04,0.0109306,5.72,0.0124637
0.05,0,0,0.05,0.0140066,5.72,0.0155773
0.06,0,0,0.06,0.0170799,5.72,0.0186894
0.07,0,0,0.07,0.0201518,5.72,0.0217995
0.08,0,0,0.08,0.023219,5.72,0.0249075
0.09,0,0,0.09,0.0262841,5.72,0.028013
0.1,0,0,0.1,0.0293446,5.72,0.0311157
0.11,0,0,0.11,0.0324018,5.72,0.0342153
0.12,0,0,0.12,0.0354547,5.72,0.0373115
0.13,0,0,0.13,0.0385031,5.72,0.0404039
0.14,0,0,0.14,0.0415464,5.72,0.0434923
0.15,0,0,0.15,0.0445846,5.72,0.0465764
0.16,0,0,0.16,0.0476176,5.72,0.0496558
0.17,0,0,0.17,0.050645,5.72,0.0527302
0.18,0,0,0.18,0.0536672,5.72,0.0557993
0.19,0,0,0.19,0.056683,5.72,0.0588629
0.2,0,0,0.2,0.0596916,5.72,0.0619206
0.21,0,0,0.21,0.0626946,5.72,0.0649721
0.22,0,0,0.22,0.0656902,5.72,0.0680171
0.23,0,0,0.23,0.068679,5.72,0.0710552
0.24,0,0,0.24,0.0716608,5.72,0.0740863
0.25,0,0,0.25,0.0746345,5.72,0.07711
0.26,0,0,0.26,0.0776011,5.72,0.080126
0.27,0,0,0.27,0.0805588,5.72,0.0831339
0.28,0,0,0.28,0.0835085,5.72,0.0861336
0.29,0,0,0.29,0.0864493,5.72,0.0891246
0.3,0,0,0.3,0.0893823,5.72,0.0921067
0.31,0,0,0.31,0.092305,5.72,0.0950796
0.32,0,0,0.32,0.0952196,5.72,0.098043
0.33,0,0,0.33,0.0981245,5.72,0.100997
0.34,0,0,0.34,0.101018,5.72,0.10394
0.35,0,0,0.35,0.103903,5.72,0.106873
0.36,0,0,0.36,0.106777,5.72,0.109796
0.37,0,0,0.37,0.109641,5.72,0.112707
0.38,0,0,0.38,0.112495,5.72,0.115607
0.39,0,0,0.39,0.115335,5.72,0.118496
0.4,0,0,0.4,0.118165,5.72,0.121373
0.41,0,0,0.41,0.120984,5.72,0.124237
0.42,0,0,0.42,0.123791,5.72,0.127089
0.43,0,0,0.43,0.126586,5.72,0.129929
0.44,0,0,0.44,0.129368,5.72,0.132755
0.45,0,0,0.45,0.132137,5.72,0.135569
0.46,0,0,0.46,0.134894,5.72,0.138368
0.47,0,0,0.47,0.137636,5.72,0.141154
0.48,0,0,0.48,0.140367,5.72,0.143926
0.49,0,0,0.49,0.143083,5.72,0.146683
0.5,0,0,0.5,0.145785,5.72,0.149426
0.51,0,0,0.51,0.148473,5.72,0.152153
0.52,0,0,0.52,0.151147,5.72,0.154866
0.53,0,0,0.53,0.153805,5.72,0.157563
0.54,0,0,0.54,0.15645,5.72,0.160244
0.55,0,0,0.55,0.159078,5.72,0.162909
0.56,0,0,0.56,0.161691,5.72,0.165558
0.57,0,0,0.57,0.164288,5.72,0.168191
0.58,0,0,0.58,0.166869,5.72,0.170806
0.59,0,0,0.59,0.169434,5.72,0.173405
0.6,0,0,0.6,0.171982,5.72,0.175986
0.61,0,0,0.61,0.174514,5.72,0.178549
0.62,0,0,0.62,0.177028,5.72,0.181095
0.63,0,0,0.63,0.179526,5.72,0.183623
0.64,0,0,0.64,0.182006,5.72,0.186132
0.65,0,0,0.65,0.184469,5.72,0.188622
0.66,0,0,0.66,0.186913,5.72,0.191094
0.67,0,0,0.67,0.189339,5.72,0.193547
0.68,0,0,0.68,0.191747,5.72,0.19598
0.69,0,0,0.69,0.194137,5.72,0.198394
0.7,0,0,0.7,0.196507,5.72,0.200788
0.71,0,0,0.71,0.198858,5.72,0.203161
0.72,0,0,0.72,0.20119,5.72,0.205515
0.73,0,0,0.73,0.203502,5.72,0.207848
0.74,0,0,0.74,0.205795,5.72,0.21016
0.75,0,0,0.75,0.208068,5.72,0.212451
