Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00094019,5.84,0
0.01,0,0,0.01,0.00379012,5.84,0.00474563
0.02,0,0,0.02,0.00851912,5.84,0.00949079
0.03,0,0,0.03,0.0132468,5.84,0.014235
0.04,0,0,0.04,0.0179716,5.84,0.0189778
0.05,0,0,0.05,0.0226942,5.84,0.0237187
0.06,0,0,0.06,0.0274123,5.84,0.0284572
0.07,0,0,0.07,0.0321274,5.84,0.0331929
0.08,0,0,0.08,0.0368374,5.84,0.0379252
0.09,0,0,0.09,0.0415423,5.84,0.0426538
0.1,0,0,0.1,0.0462418,5.84,0.0473781
0.11,0,0,0.11,0.050935,5.84,0.0520976
0.12,0,0,0.12,0.0556213,5.84,0.056812
0.13,0,0,0.13,0.0603013,5.84,0.0615206
0.14,0,0,0.14,0.0649738,5.84,0.0662231
0.15,0,0,0.15,0.0696384,5.84,0.070919
0.16,0,0,0.16,0.0742946,5.84,0.0756078
0.17,0,0,0.17,0.0789426,5.84,0.0802891
0.18,0,0,0.18,0.083581,5.84,0.0849623
0.19,0,0,0.19,0.08821,5.84,0.089627
0.2,0,0,0.2,0.0928284,5.84,0.0942827
0.21,0,0,0.21,0.0974362,5.84,0.098929
0.22,0,0,0.22,0.102034,5.84,0.103565
0.23,0,0,0.23,0.10662,5.84,0.108192
0.24,0,0,0.24,0.111195,5.84,0.112807
0.25,0,0,0.25,0.115757,5.84,0.117411
0.26,0,0,0.26,0.120307,5.84,0.122003
0.27,0,0,0.27,0.124843,5.84,0.126583
0.28,0,0,0.28,0.129367,5.84,0.13115
0.29,0,0,0.29,0.133878,5.84,0.135705
0.3,0,0,0.3,0.138373,5.84,0.140245
0.31,0,0,0.31,0.142856,5.84,0.144772
0.32,0,0,0.32,0.14732,5.84,0.149284
0.33,0,0,0.33,0.151772,5.84,0.153781
0.34,0,0,0.34,0.156207,5.84,0.158263
0.35,0,0,0.35,0.160626,5.84,0.162729
0.36,0,0,0.36,0.165027,5.84,0.167179
0.37,0,0,0.37,0.169413,5.84,0.171612
0.38,0,0,0.38,0.17378,5.84,0.176028
0.39,0,0,0.39,0.17813,5.84,0.180426
0.4,0,0,0.4,0.182462,5.84,0.184807
0.41,0,0,0.41,0.186774,5.84,0.189168
0.42,0,0,0.42,0.191068,5.84,0.193511
0.43,0,0,0.43,0.195341,5.84,0.197835
0.44,0,0,0.44,0.199597,5.84,0.202139
0.45,0,0,0.45,0.20383,5.84,0.206422
0.46,0,0,0.46,0.208043,5.84,0.210685
0.47,0,0,0.47,0.212234,5.84,0.214927
0.48,0,0,0.48,0.216405,5.84,0.219147
0.49,0,0,0.49,0.220554,5.84,0.223345
0.5,0,0,0.5,0.22468,5.84,0.227522
0.51,0,0,0.51,0.228783,5.84,0.231675
