Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00230691,0.09,0
0.01,0,0,0.01,0.0086509,0.09,0.0108581
0.02,0,0,0.02,0.0196098,0.09,0.0217152
0.03,0,0,0.03,0.0305685,0.09,0.0325701
0.04,0,0,0.04,0.0415255,0.09,0.0434217
0.05,0,0,0.05,0.0524793,0.09,0.0542689
0.06,0,0,0.06,0.0634286,0.09,0.0651108
0.07,0,0,0.07,0.0743721,0.09,0.0759461
0.08,0,0,0.08,0.0853083,0.09,0.0867739
0.09,0,0,0.09,0.0962359,0.09,0.0975929
0.1,0,0,0.1,0.107154,0.09,0.108402
0.11,0,0,0.11,0.11806,0.09,0.119201
0.12,0,0,0.12,0.128954,0.09,0.129987
0.13,0,0,0.13,0.139834,0.09,0.140761
0.14,0,0,0.14,0.150699,0.09,0.15152
0.15,0,0,0.15,0.161547,0.09,0.162265
0.16,0,0,0.16,0.172378,0.09,0.172993
0.17,0,0,0.17,0.18319,0.09,0.183703
0.18,0,0,0.18,0.193982,0.09,0.194396
0.19,0,0,0.19,0.204752,0.09,0.205069
0.2,0,0,0.2,0.2155,0.09,0.215721
0.21,0,0,0.21,0.226224,0.09,0.226352
0.22,0,0,0.22,0.236922,0.09,0.236961
0.23,0,0,0.23,0.247595,0.09,0.247545
0.24,0,0,0.24,0.25824,0.09,0.258105
0.25,0,0,0.25,0.268857,0.09,0.268639
0.26,0,0,0.26,0.279444,0.09,0.279146
0.27,0,0,0.27,0.290001,0.09,0.289625
0.28,0,0,0.28,0.300525,0.09,0.300076
0.29,0,0,0.29,0.311016,0.09,0.310496
0.3,0,0,0.3,0.321474,0.09,0.320885
0.31,0,0,0.31,0.331896,0.09,0.331242
0.32,0,0,0.32,0.342281,0.09,0.341566
0.33,0,0,0.33,0.352629,0.09,0.351856
0.34,0,0,0.34,0.362939,0.09,0.362111
0.35,0,0,0.35,0.373209,0.09,0.372329
0.36,0,0,0.36,0.383439,0.09,0.38251
0.37,0,0,0.37,0.393627,0.09,0.392653
0.38,0,0,0.38,0.403773,0.09,0.402757
0.39,0,0,0.39,0.413875,0.09,0.41282
0.4,0,0,0.4,0.423932,0.09,0.422843
0.41,0,0,0.41,0.433943,0.09,0.432822
0.42,0,0,0.42,0.443908,0.09,0.442759
0.43,0,0,0.43,0.453826,0.09,0.452651
0.44,0,0,0.44,0.463695,0.09,0.462498
0.45,0,0,0.45,0.473514,0.09,0.472299
0.46,0,0,0.46,0.483283,0.09,0.482053
0.47,0,0,0.47,0.493001,0.09,0.491758
0.48,0,0,0.48,0.502666,0.09,0.501414
0.49,0,0,0.49,0.512279,0.09,0.51102
0.5,0,0,0.5,0.521837,0.09,0.520575
0.51,0,0,0.51,0.53134,0.09,0.530078
0.52,0,0,0.52,0.540787,0.09,0.539528
0.53,0,0,0.53,0.550177,0.09,0.548924
