Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00212599,0.26,0
0.01,0,0,0.01,0.0101772,0.26,0.0122345
0.02,0,0,0.02,0.0224804,0.26,0.0244678
0.03,0,0,0.03,0.0347821,0.26,0.0366986
0.04,0,0,0.04,0.0470808,0.26,0.0489258
0.05,0,0,0.05,0.059375,0.26,0.061148
0.06,0,0,0.06,0.0716634,0.26,0.0733642
0.07,0,0,0.07,0.0839445,0.26,0.085573
0.08,0,0,0.08,0.0962171,0.26,0.0977733
0.09,0,0,0.09,0.108479,0.26,0.109964
0.1,0,0,0.1,0.120731,0.26,0.122143
0.11,0,0,0.11,0.132969,0.26,0.134311
0.12,0,0,0.12,0.145193,0.26,0.146464
0.13,0,0,0.13,0.157402,0.26,0.158604
0.14,0,0,0.14,0.169594,0.26,0.170727
0.15,0,0,0.15,0.181768,0.26,0.182833
0.16,0,0,0.16,0.193923,0.26,0.194921
0.17,0,0,0.17,0.206057,0.26,0.20699
0.18,0,0,0.18,0.218169,0.26,0.219037
0.19,0,0,0.19,0.230258,0.26,0.231063
0.2,0,0,0.2,0.242322,0.26,0.243066
0.21,0,0,0.21,0.254361,0.26,0.255045
0.22,0,0,0.22,0.266373,0.26,0.266998
0.23,0,0,0.23,0.278357,0.26,0.278924
0.24,0,0,0.24,0.290311,0.26,0.290822
0.25,0,0,0.25,0.302235,0.26,0.302691
0.26,0,0,0.26,0.314127,0.26,0.31453
0.27,0,0,0.27,0.325986,0.26,0.326338
0.28,0,0,0.28,0.337811,0.26,0.338113
0.29,0,0,0.29,0.3496,0.26,0.349854
0.3,0,0,0.3,0.361352,0.26,0.36156
0.31,0,0,0.31,0.373067,0.26,0.37323
0.32,0,0,0.32,0.384743,0.26,0.384863
0.33,0,0,0.33,0.396379,0.26,0.396457
0.34,0,0,0.34,0.407973,0.26,0.408012
0.35,0,0,0.35,0.419525,0.26,0.419525
0.36,0,0,0.36,0.431034,0.26,0.430997
0.37,0,0,0.37,0.442497,0.26,0.442426
0.38,0,0,0.38,0.453915,0.26,0.45381
0.39,0,0,0.39,0.465286,0.26,0.465149
0.4,0,0,0.4,0.476609,0.26,0.476442
0.41,0,0,0.41,0.487882,0.26,0.487687
0.42,0,0,0.42,0.499105,0.26,0.498883
0.43,0,0,0.43,0.510276,0.26,0.510029
0.44,0,0,0.44,0.521395,0.26,0.521124
0.45,0,0,0.45,0.53246,0.26,0.532167
0.46,0,0,0.46,0.543471,0.26,0.543157
0.47,0,0,0.47,0.554425,0.26,0.554093
0.48,0,0,0.48,0.565323,0.26,0.564973
0.49,0,0,0.49,0.576163,0.26,0.575797
0.5,0,0,0.5,0.586943,0.26,0.586563
0.51,0,0,0.51,0.597663,0.26,0.59727
0.52,0,0,0.52,0.608322,0.26,0.607918
