Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,0.00167416,1.52,0
0.01,0,0,0.01,0.0122079,1.52,0.0104947
0.02,0,0,0.02,0.022739,1.52,0.0209883
0.03,0,0,0.03,0.0332662,1.52,0.0314798
0.04,0,0,0.04,0.0437884,1.52,0.0419682
0.05,0,0,0.05,0.0543048,1.52,0.0524524
0.06,0,0,0.06,0.0648137,1.52,0.0629313
0.07,0,0,0.07,0.0753145,1.52,0.0734039
0.08,0,0,0.08,0.0858062,1.52,0.0838692
0.09,0,0,0.09,0.0962873,1.52,0.0943262
0.1,0,0,0.1,0.106757,1.52,0.104774
0.11,0,0,0.11,0.117214,1.52,0.115211
0.12,0,0,0.12,0.127658,1.52,0.125636
0.13,0,0,0.13,0.138087,1.52,0.136049
0.14,0,0,0.14,0.148501,1.52,0.146448
0.15,0,0,0.15,0.158898,1.52,0.156833
0.16,0,0,0.16,0.169277,1.52,0.167202
0.17,0,0,0.17,0.179638,1.52,0.177554
0.18,0,0,0.18,0.189979,1.52,0.187889
0.19,0,0,0.19,0.200299,1.52,0.198205
0.2,0,0,0.2,0.210598,1.52,0.2085
0.21,0,0,0.21,0.220874,1.52,0.218775
0.22,0,0,0.22,0.231126,1.52,0.229029
0.23,0,0,0.23,0.241354,1.52,0.239259
0.24,0,0,0.24,0.251556,1.52,0.249465
0.25,0,0,0.25,0.26173,1.52,0.259647
0.26,0,0,0.26,0.271877,1.52,0.269802
0.27,0,0,0.27,0.281996,1.52,0.279931
0.28,0,0,0.28,0.292084,1.52,0.290031
0.29,0,0,0.29,0.302141,1.52,0.300102
0.3,0,0,0.3,0.312167,1.52,0.310144
0.31,0,0,0.31,0.322159,1.52,0.320154
0.32,0,0,0.32,0.332118,1.52,0.330133
0.33,0,0,0.33,0.342042,1.52,0.340078
0.34,0,0,0.34,0.35193,1.52,0.34999
0.35,0,0,0.35,0.361781,1.52,0.359866
0.36,0,0,0.36,0.371593,1.52,0.369706
0.37,0,0,0.37,0.381367,1.52,0.37951
0.38,0,0,0.38,0.391101,1.52,0.389275
0.39,0,0,0.39,0.400794,1.52,0.399002
0.4,0,0,0.4,0.410445,1.52,0.408689
0.41,0,0,0.41,0.420053,1.52,0.418334
0.42,0,0,0.42,0.429618,1.52,0.427938
0.43,0,0,0.43,0.439137,1.52,0.437499
0.44,0,0,0.44,0.44861,1.52,0.447017
0.45,0,0,0.45,0.458037,1.52,0.45649
0.46,0,0,0.46,0.467416,1.52,0.465917
0.47,0,0,0.47,0.476747,1.52,0.475297
0.48,0,0,0.48,0.486028,1.52,0.48463
0.49,0,0,0.49,0.495258,1.52,0.493915
0.5,0,0,0.5,0.504437,1.52,0.50315
0.51,0,0,0.51,0.513564,1.52,0.512335
0.52,0,0,0.52,0.522637,1.52,0.521468
0.53,0,0,0.53,0.531656,1.52,0.530549
0.54,0,0,0.54,0.540621,1.52,0.539578
0.55,0,0,0.55,0.549529,1.52,0.548552
0.56,0,0,0.56,0.558381,1.52,0.557472
0.57,0,0,0.57,0.567176,1.52,0.566336
0.58,0,0,0.58,0.575912,1.52,0.575143
0.59,0,0,0.59,0.584588,1.52,0.583892
0.6,0,0,0.6,0.593205,1.52,0.592584
0.61,0,0,0.61,0.601761,1.52,0.601216
0.62,0,0,0.62,0.610256,1.52,0.609787
0.63,0,0,0.63,0.618688,1.52,0.618298
0.64,0,0,0.64,0.627057,1.52,0.626747
0.65,0,0,0.65,0.635362,1.52,0.635134
0.66,0,0,0.66,0.643603,1.52,0.643457
0.67,0,0,0.67,0.651777,1.52,0.651715
0.68,0,0,0.68,0.659886,1.52,0.659909
0.69,0,0,0.69,0.667928,1.52,0.668036
0.7,0,0,0.7,0.675903,1.52,0.676097
0.71,0,0,0.71,0.683809,1.52,0.68409
0.72,0,0,0.72,0.691646,1.52,0.692014
0.73,0,0,0.73,0.699413,1.52,0.699869
0.74,0,0,0.74,0.707111,1.52,0.707655
0.75,0,0,0.75,0.714736,1.52,0.715369
0.76,0,0,0.76,0.722291,1.52,0.723012
0.77,0,0,0.77,0.729773,1.52,0.730583
0.78,0,0,0.78,0.737182,1.52,0.738081
0.79,0,0,0.79,0.744518,1.52,0.745505
0.8,0,0,0.8,0.751779,1.52,0.752854
0.81,0,0,0.81,0.758965,1.52,0.760128
0.82,0,0,0.82,0.766076,1.52,0.767326
0.83,0,0,0.83,0.773111,1.52,0.774448
0.84,0,0,0.84,0.780069,1.52,0.781492
0.85,0,0,0.85,0.78695,1.52,0.788457
0.86,0,0,0.86,0.793753,1.52,0.795344
0.87,0,0,0.87,0.800477,1.52,0.802151
0.88,0,0,0.88,0.807123,1.52,0.808879
0.89,0,0,0.89,0.813689,1.52,0.815525
0.9,0,0,0.9,0.820175,1.52,0.82209
0.91,0,0,0.91,0.82658,1.52,0.828572
0.92,0,0,0.92,0.832904,1.52,0.834972
0.93,0,0,0.93,0.839146,1.52,0.841288
0.94,0,0,0.94,0.845306,1.52,0.84752
0.95,0,0,0.95,0.851382,1.52,0.853667
0.96,0,0,0.96,0.857376,1.52,0.859729
0.97,0,0,0.97,0.863285,1.52,0.865705
0.98,0,0,0.98,0.869111,1.52,0.871594
0.99,0,0,0.99,0.874851,1.52,0.877396
1,0,0,1,0.880506,1.52,0.883111
1.01,0,0,1.01,0.886075,1.52,0.888737
1.02,0,0,1.02,0.891557,1.52,0.894274
1.03,0,0,1.03,0.896953,1.52,0.899722
1.04,0,0,1.04,0.90226,1.52,0.90508
1.05,0,0,1.05,0.907481,1.52,0.910347
1.06,0,0,1.06,0.912613,1.52,0.915524
1.07,0,0,1.07,0.917656,1.52,0.920608
1.08,0,0,1.08,0.92261,1.52,0.925601
1.09,0,0,1.09,0.927474,1.52,0.930501
1.1,0,0,1.1,0.932247,1.52,0.935308
1.11,0,0,1.11,0.93693,1.52,0.940022
