Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,0.00169776,1.48,0
0.01,0,0,0.01,0.0125917,1.48,0.0108653
0.02,0,0,0.02,0.0234832,1.48,0.0217296
0.03,0,0,0.03,0.0343708,1.48,0.0325917
0.04,0,0,0.04,0.0452536,1.48,0.0434505
0.05,0,0,0.05,0.0561303,1.48,0.054305
0.06,0,0,0.06,0.0669997,1.48,0.065154
0.07,0,0,0.07,0.0778607,1.48,0.0759966
0.08,0,0,0.08,0.0887122,1.48,0.0868315
0.09,0,0,0.09,0.0995534,1.48,0.0976578
0.1,0,0,0.1,0.110383,1.48,0.108474
0.11,0,0,0.11,0.1212,1.48,0.11928
0.12,0,0,0.12,0.132003,1.48,0.130074
0.13,0,0,0.13,0.142791,1.48,0.140854
0.14,0,0,0.14,0.153564,1.48,0.151621
0.15,0,0,0.15,0.164319,1.48,0.162372
0.16,0,0,0.16,0.175057,1.48,0.173108
0.17,0,0,0.17,0.185775,1.48,0.183825
0.18,0,0,0.18,0.196474,1.48,0.194525
0.19,0,0,0.19,0.207151,1.48,0.205205
0.2,0,0,0.2,0.217806,1.48,0.215865
0.21,0,0,0.21,0.228438,1.48,0.226503
0.22,0,0,0.22,0.239045,1.48,0.237118
0.23,0,0,0.23,0.249628,1.48,0.24771
0.24,0,0,0.24,0.260183,1.48,0.258276
0.25,0,0,0.25,0.270711,1.48,0.268817
0.26,0,0,0.26,0.281211,1.48,0.279332
0.27,0,0,0.27,0.291681,1.48,0.289818
0.28,0,0,0.28,0.30212,1.48,0.300275
0.29,0,0,0.29,0.312528,1.48,0.310702
0.3,0,0,0.3,0.322903,1.48,0.321098
0.31,0,0,0.31,0.333244,1.48,0.331462
0.32,0,0,0.32,0.34355,1.48,0.341793
0.33,0,0,0.33,0.35382,1.48,0.35209
0.34,0,0,0.34,0.364053,1.48,0.362351
0.35,0,0,0.35,0.374249,1.48,0.372576
0.36,0,0,0.36,0.384405,1.48,0.382764
0.37,0,0,0.37,0.394521,1.48,0.392914
0.38,0,0,0.38,0.404596,1.48,0.403025
0.39,0,0,0.39,0.414629,1.48,0.413095
0.4,0,0,0.4,0.424618,1.48,0.423123
0.41,0,0,0.41,0.434564,1.48,0.43311
0.42,0,0,0.42,0.444464,1.48,0.443053
0.43,0,0,0.43,0.454318,1.48,0.452952
0.44,0,0,0.44,0.464125,1.48,0.462806
0.45,0,0,0.45,0.473883,1.48,0.472613
0.46,0,0,0.46,0.483593,1.48,0.482373
0.47,0,0,0.47,0.493253,1.48,0.492085
0.48,0,0,0.48,0.502861,1.48,0.501747
0.49,0,0,0.49,0.512417,1.48,0.51136
0.5,0,0,0.5,0.521921,1.48,0.520921
0.51,0,0,0.51,0.531371,1.48,0.53043
0.52,0,0,0.52,0.540765,1.48,0.539886
0.53,0,0,0.53,0.550105,1.48,0.549289
0.54,0,0,0.54,0.559387,1.48,0.558636
0.55,0,0,0.55,0.568612,1.48,0.567927
0.56,0,0,0.56,0.577779,1.48,0.577162
0.57,0,0,0.57,0.586886,1.48,0.586339
0.58,0,0,0.58,0.595933,1.48,0.595457
0.59,0,0,0.59,0.60492,1.48,0.604515
0.6,0,0,0.6,0.613844,1.48,0.613514
0.61,0,0,0.61,0.622706,1.48,0.622451
0.62,0,0,0.62,0.631504,1.48,0.631325
0.63,0,0,0.63,0.640239,1.48,0.640137
