Points_0,Points_1,Points_2,Points_Magnitude,pred_u,t,true_u
0,0,0,0,-0.00134951,5.73,0
0.01,0,0,0.01,0.0018715,5.73,0.0032545
0.02,0,0,0.02,0.0050921,5.73,0.00650867
0.03,0,0,0.03,0.00831126,5.73,0.00976219
0.04,0,0,0.04,0.0115285,5.73,0.0130147
0.05,0,0,0.05,0.0147443,5.73,0.016266
0.06,0,0,0.06,0.0179563,5.73,0.0195156
0.07,0,0,0.07,0.0211666,5.73,0.0227633
0.08,0,0,0.08,0.024373,5.73,0.0260086
0.09,0,0,0.09,0.0275764,5.73,0.0292514
0.1,0,0,0.1,0.0307762,5.73,0.0324913
0.11,0,0,0.11,0.0339711,5.73,0.0357279
0.12,0,0,0.12,0.0371625,5.73,0.038961
0.13,0,0,0.13,0.0403481,5.73,0.0421901
0.14,0,0,0.14,0.0435288,5.73,0.045415
0.15,0,0,0.15,0.0467054,5.73,0.0486354
0.16,0,0,0.16,0.0498754,5.73,0.0518509
0.17,0,0,0.17,0.0530399,5.73,0.0550613
0.18,0,0,0.18,0.0561983,5.73,0.0582661
0.19,0,0,0.19,0.0593501,5.73,0.0614651
0.2,0,0,0.2,0.0624953,5.73,0.064658
0.21,0,0,0.21,0.0656332,5.73,0.0678443
0.22,0,0,0.22,0.0687644,5.73,0.071024
0.23,0,0,0.23,0.0718885,5.73,0.0741965
0.24,0,0,0.24,0.0750049,5.73,0.0773615
0.25,0,0,0.25,0.0781124,5.73,0.0805189
0.26,0,0,0.26,0.081212,5.73,0.0836682
0.27,0,0,0.27,0.0843043,5.73,0.0868091
0.28,0,0,0.28,0.0873869,5.73,0.0899414
0.29,0,0,0.29,0.0904602,5.73,0.0930646
0.3,0,0,0.3,0.0935252,5.73,0.0961786
0.31,0,0,0.31,0.0965796,5.73,0.0992829
0.32,0,0,0.32,0.0996253,5.73,0.102377
0.33,0,0,0.33,0.102661,5.73,0.105461
0.34,0,0,0.34,0.105684,5.73,0.108535
0.35,0,0,0.35,0.108699,5.73,0.111598
0.36,0,0,0.36,0.111703,5.73,0.114649
0.37,0,0,0.37,0.114695,5.73,0.11769
0.38,0,0,0.38,0.117675,5.73,0.120718
0.39,0,0,0.39,0.120645,5.73,0.123734
0.4,0,0,0.4,0.123601,5.73,0.126738
0.41,0,0,0.41,0.126547,5.73,0.129729
0.42,0,0,0.42,0.129479,5.73,0.132708
0.43,0,0,0.43,0.132398,5.73,0.135673
0.44,0,0,0.44,0.135305,5.73,0.138624
0.45,0,0,0.45,0.138198,5.73,0.141562
0.46,0,0,0.46,0.141078,5.73,0.144485
0.47,0,0,0.47,0.143944,5.73,0.147394
0.48,0,0,0.48,0.146795,5.73,0.150288
0.49,0,0,0.49,0.149632,5.73,0.153168
0.5,0,0,0.5,0.152455,5.73,0.156032
0.51,0,0,0.51,0.155262,5.73,0.15888
0.52,0,0,0.52,0.158055,5.73,0.161712
0.53,0,0,0.53,0.160832,5.73,0.164528
0.54,0,0,0.54,0.163593,5.73,0.167328
0.55,0,0,0.55,0.166338,5.73,0.170111
0.56,0,0,0.56,0.169067,5.73,0.172877
0.57,0,0,0.57,0.171779,5.73,0.175626
0.58,0,0,0.58,0.174474,5.73,0.178357
0.59,0,0,0.59,0.177152,5.73,0.181071
0.6,0,0,0.6,0.179814,5.73,0.183766
0.61,0,0,0.61,0.182457,5.73,0.186443
0.62,0,0,0.62,0.185082,5.73,0.189101
0.63,0,0,0.63,0.18769,5.73,0.19174
0.64,0,0,0.64,0.190279,5.73,0.19436
0.65,0,0,0.65,0.192851,5.73,0.196961
0.66,0,0,0.66,0.195403,5.73,0.199542
0.67,0,0,0.67,0.197935,5.73,0.202103
0.68,0,0,0.68,0.200449,5.73,0.204644
0.69,0,0,0.69,0.202942,5.73,0.207164
0.7,0,0,0.7,0.205417,5.73,0.209664
0.71,0,0,0.71,0.207871,5.73,0.212143
0.72,0,0,0.72,0.210306,5.73,0.2146
0.73,0,0,0.73,0.212719,5.73,0.217036
0.74,0,0,0.74,0.215112,5.73,0.21945
0.75,0,0,0.75,0.217484,5.73,0.221843
0.76,0,0,0.76,0.219836,5.73,0.224213
0.77,0,0,0.77,0.222164,5.73,0.226561
0.78,0,0,0.78,0.224472,5.73,0.228886
0.79,0,0,0.79,0.226759,5.73,0.231188
0.8,0,0,0.8,0.229022,5.73,0.233467
0.81,0,0,0.81,0.231264,5.73,0.235723
0.82,0,0,0.82,0.233485,5.73,0.237955
0.83,0,0,0.83,0.235681,5.73,0.240164
0.84,0,0,0.84,0.237854,5.73,0.242348
0.85,0,0,0.85,0.240005,5.73,0.244508
0.86,0,0,0.86,0.242133,5.73,0.246644
0.87,0,0,0.87,0.244237,5.73,0.248755
0.88,0,0,0.88,0.246318,5.73,0.250841
0.89,0,0,0.89,0.248374,5.73,0.252902
0.9,0,0,0.9,0.250406,5.73,0.254938
0.91,0,0,0.91,0.252414,5.73,0.256948
0.92,0,0,0.92,0.254397,5.73,0.258933
0.93,0,0,0.93,0.256355,5.73,0.260891
0.94,0,0,0.94,0.25829,5.73,0.262824
0.95,0,0,0.95,0.260197,5.73,0.26473
0.96,0,0,0.96,0.262081,5.73,0.26661
0.97,0,0,0.97,0.26394,5.73,0.268463
0.98,0,0,0.98,0.26577,5.73,0.27029
0.99,0,0,0.99,0.267576,5.73,0.272089
1,0,0,1,0.269357,5.73,0.273861
1.01,0,0,1.01,0.27111,5.73,0.275606
1.02,0,0,1.02,0.272836,5.73,0.277323
1.03,0,0,1.03,0.274537,5.73,0.279012
1.04,0,0,1.04,0.276211,5.73,0.280674
1.05,0,0,1.05,0.277858,5.73,0.282307
1.06,0,0,1.06,0.279476,5.73,0.283913
1.07,0,0,1.07,0.281069,5.73,0.285489
1.08,0,0,1.08,0.282632,5.73,0.287038
1.09,0,0,1.09,0.284169,5.73,0.288557
1.1,0,0,1.1,0.285678,5.73,0.290048
1.11,0,0,1.11,0.287158,5.73,0.29151
1.12,0,0,1.12,0.288611,5.73,0.292942
1.13,0,0,1.13,0.290034,5.73,0.294346
1.14,0,0,1.14,0.291428,5.73,0.295719
1.15,0,0,1.15,0.292795,5.73,0.297064
1.16,0,0,1.16,0.29413,5.73,0.298378
1.17,0,0,1.17,0.295439,5.73,0.299663
1.18,0,0,1.18,0.296717,5.73,0.300918
1.19,0,0,1.19,0.297966,5.73,0.302142
1.2,0,0,1.2,0.299185,5.73,0.303337
1.21,0,0,1.21,0.300376,5.73,0.304501
1.22,0,0,1.22,0.301534,5.73,0.305635
1.23,0,0,1.23,0.302665,5.73,0.306738
1.24,0,0,1.24,0.303763,5.73,0.30781
1.25,0,0,1.25,0.304832,5.73,0.308852
1.26,0,0,1.26,0.30587,5.73,0.309863
1.27,0,0,1.27,0.306877,5.73,0.310842
1.28,0,0,1.28,0.307853,5.73,0.311791
1.29,0,0,1.29,0.308798,5.73,0.312709
1.3,0,0,1.3,0.309714,5.73,0.313595
1.31,0,0,1.31,0.310598,5.73,0.31445
1.32,0,0,1.32,0.311449,5.73,0.315273
1.33,0,0,1.33,0.31227,5.73,0.316065
1.34,0,0,1.34,0.31306,5.73,0.316826
1.35,0,0,1.35,0.313817,5.73,0.317554
1.36,0,0,1.36,0.314541,5.73,0.318251
1.37,0,0,1.37,0.315234,5.73,0.318916
1.38,0,0,1.38,0.315895,5.73,0.319549
1.39,0,0,1.39,0.316526,5.73,0.32015
1.4,0,0,1.4,0.317123,5.73,0.32072
1.41,0,0,1.41,0.317688,5.73,0.321257
1.42,0,0,1.42,0.318221,5.73,0.321762
1.43,0,0,1.43,0.318719,5.73,0.322235
1.44,0,0,1.44,0.319188,5.73,0.322675
1.45,0,0,1.45,0.319624,5.73,0.323084
1.46,0,0,1.46,0.320025,5.73,0.32346
1.47,0,0,1.47,0.320394,5.73,0.323803
1.48,0,0,1.48,0.32073,5.73,0.324115
1.49,0,0,1.49,0.321033,5.73,0.324393
1.5,0,0,1.5,0.321305,5.73,0.32464
1.51,0,0,1.51,0.321544,5.73,0.324854
1.52,0,0,1.52,0.321749,5.73,0.325035
1.53,0,0,1.53,0.32192,5.73,0.325184
1.54,0,0,1.54,0.32206,5.73,0.325301
1.55,0,0,1.55,0.322165,5.73,0.325385
1.56,0,0,1.56,0.322238,5.73,0.325436
1.57,0,0,1.57,0.322277,5.73,0.325455
1.58,0,0,1.58,0.322285,5.73,0.325441
1.59,0,0,1.59,0.322258,5.73,0.325395
1.6,0,0,1.6,0.322197,5.73,0.325316
1.61,0,0,1.61,0.322104,5.73,0.325205
